alt,dat,dep,des,dist,eta,etd,flyTime,ful,grs,important,lat,lon,name,time,tripfuel
0,2026-04-08 00:00:00.0,LGAV,ZHEC,22.224,08:44,22:40,604,73400,352,false,37.80083333333334,23.766666666666666,AV210,0,76180
0,2026-04-08 00:00:00.0,LGAV,ZHEC,42.596,08:44,22:40,604,72800,388,false,37.668055555555554,23.585833333333333,AV212,0,76180
0,2026-04-08 00:00:00.0,LGAV,ZHEC,77.784,08:44,22:40,604,71800,478,false,37.60166666666667,23.98472222222222,AV216,0,76180
8839,2026-04-08 00:00:00.0,LGAV,ZHEC,103.712,08:44,22:40,604,71200,488,false,37.55166666666667,24.26888888888889,TOC,0,76180
8839,2026-04-08 00:00:00.0,LGAV,ZHEC,105.564,08:44,22:40,604,71200,488,false,37.55111111111111,24.285833333333333,KEA,0,76180
8839,2026-04-08 00:00:00.0,LGAV,ZHEC,174.088,08:44,22:40,604,70700,488,false,37.352222222222224,25.03361111111111,VARIX,0,76180
8839,2026-04-08 00:00:00.0,LGAV,ZHEC,205.572,08:44,22:40,604,70500,488,false,37.26833333333333,25.352222222222224,RIPLI,0,76180
8839,2026-04-08 00:00:00.0,LGAV,ZHEC,220.388,08:44,22:40,604,70300,489,false,37.21861111111111,25.501944444444444,PIDAX,0,76180
8839,2026-04-08 00:00:00.0,LGAV,ZHEC,290.764,08:44,22:40,604,69800,490,false,36.96888888888889,26.235833333333332,AKINA,0,76180
8839,2026-04-08 00:00:00.0,LGAV,ZHEC,316.692,08:44,22:40,604,69700,489,false,36.88444444444445,26.516666666666666,LURUS,0,76180
8839,2026-04-08 00:00:00.0,LGAV,ZHEC,333.36,08:44,22:40,604,69500,488,false,36.818888888888885,26.684166666666666,KOPAR,0,76180
8839,2026-04-08 00:00:00.0,LGAV,ZHEC,375.956,08:44,22:40,604,69200,488,false,36.66833333333334,27.11916666666667,USINI,0,76180
8839,2026-04-08 00:00:00.0,LGAV,ZHEC,435.22,08:44,22:40,604,68800,488,false,36.4525,27.719166666666666,CODIC,0,76180
8839,2026-04-08 00:00:00.0,LGAV,ZHEC,470.408,08:44,22:40,604,68500,487,false,36.33444444444444,28.069166666666668,RDS,0,76180
8839,2026-04-08 00:00:00.0,LGAV,ZHEC,513.004,08:44,22:40,604,67900,454,false,36.55,28.483333333333334,SOTIV,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,544.488,08:44,22:40,604,67500,499,false,36.684444444444445,28.769166666666667,DAL,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,601.9,08:44,22:40,604,67100,482,false,37.11805555555556,29.135,OZYAK,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,618.568,08:44,22:40,604,67000,482,false,37.250277777777775,29.25,SUNAT,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,627.828,08:44,22:40,604,66900,483,false,37.318333333333335,29.302222222222223,RIVBU,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,644.496,08:44,22:40,604,66800,483,false,37.451388888888886,29.41777777777778,BALSU,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,688.944,08:44,22:40,604,66500,485,false,37.784444444444446,29.700555555555557,CRD,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,737.096,08:44,22:40,604,66200,485,false,38.15027777777778,30.00027777777778,DESEM,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,761.172,08:44,22:40,604,66000,487,false,38.33416666666667,30.15111111111111,TEKDO,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,787.1,08:44,22:40,604,65800,487,false,38.51916666666666,30.316944444444445,UPKUL,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,824.14,08:44,22:40,604,65600,487,false,38.800555555555555,30.535555555555554,KFK,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,942.668,08:44,22:40,604,64800,522,false,39.216944444444444,31.801944444444445,ROLVI,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,992.672,08:44,22:40,604,64500,528,false,39.38444444444445,32.35138888888889,HALIL,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,1007.488,08:44,22:40,604,64400,530,false,39.43388888888889,32.501666666666665,HAY,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,1042.676,08:44,22:40,604,64200,538,false,39.46861111111111,32.90083333333333,OZCIM,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,1074.16,08:44,22:40,604,64000,540,false,39.516666666666666,33.25194444444445,EPHIK,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,1105.644,08:44,22:40,604,63800,542,false,39.550555555555555,33.61833333333333,AVCES,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,1172.316,08:44,22:40,604,63400,543,false,39.618611111111115,34.40111111111111,JUPNE,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,1272.324,08:44,22:40,604,62800,543,false,39.71888888888889,35.56777777777778,USFAF,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,1329.736,08:44,22:40,604,62500,544,false,39.78333333333333,36.235,ZACUF,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,1385.296,08:44,22:40,604,62100,543,false,39.784444444444446,36.885,SIV,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,1431.596,08:44,22:40,604,61900,541,false,39.833333333333336,37.41916666666667,OTSOV,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,1477.896,08:44,22:40,604,61600,540,false,39.867777777777775,37.96805555555556,UTURI,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,1555.68,08:44,22:40,604,61100,538,false,39.93388888888889,38.88388888888889,EZN,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,1574.2,08:44,22:40,604,61000,536,false,39.934444444444445,39.10027777777778,INTAB,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,1614.944,08:44,22:40,604,60800,534,false,39.935833333333335,39.56861111111111,ORHAN,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,1644.576,08:44,22:40,604,60600,533,false,39.95027777777778,39.916666666666664,ARKIN,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,1709.396,08:44,22:40,604,60200,530,false,39.95111111111111,40.6525,DAMAT,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,1755.696,08:44,22:40,604,59900,530,false,39.95111111111111,41.20111111111111,ERZ,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,1801.996,08:44,22:40,604,59600,531,false,39.98555555555556,41.735,ALVAR,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,1861.26,08:44,22:40,604,59300,529,false,40.03527777777778,42.43333333333333,YAVUZ,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,1903.856,08:44,22:40,604,59000,526,false,40.06805555555555,42.93388888888889,BIRZU,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,1940.896,08:44,22:40,604,58800,528,false,40.1,43.367222222222225,ELTOX,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,1966.824,08:44,22:40,604,58600,528,false,40.1025,43.6525,INDUR,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,2046.46,08:44,22:40,604,58100,529,false,40.235,44.56861111111111,REBGI,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,2139.06,08:44,22:40,604,57600,524,false,40.38472222222222,45.63472222222222,PEMAN,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,2272.404,08:44,22:40,604,56700,524,false,40.60111111111111,47.18333333333333,EDATA,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,2296.48,08:44,22:40,604,56600,514,false,40.73444444444444,47.385555555555555,LIMTI,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,2350.188,08:44,22:40,604,56300,513,false,41.05138888888889,47.884166666666665,BEKIR,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,2359.448,08:44,22:40,604,56200,516,false,41.10166666666667,47.96888888888889,LEYLA,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,2418.712,08:44,22:40,604,55800,522,false,41.41777777777778,48.550555555555555,OKTAT,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,2437.232,08:44,22:40,604,55700,530,false,41.51833333333333,48.73416666666667,LEKBA,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,2494.644,08:44,22:40,604,55400,530,false,41.801944444444445,49.30083333333334,ABTEK,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,2613.172,08:44,22:40,604,54700,524,false,42.43388888888889,50.46722222222222,GASBI,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,2653.916,08:44,22:40,604,53300,520,false,43.65138888888889,52.66861111111111,ARLIF,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,2696.512,08:44,22:40,604,53000,516,false,43.88361111111111,53.10138888888889,RELGE,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,2846.524,08:44,22:40,604,52100,514,false,44.651944444444446,54.63388888888889,TITIL,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,2909.492,08:44,22:40,604,51700,509,false,45.08361111111111,55.16916666666667,MASAV,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,2931.716,08:44,22:40,604,50400,510,false,45.73416666666667,57.666666666666664,DIVNO,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,3100.248,08:44,22:40,604,49400,506,false,46.218333333333334,59.7175,ABDUN,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,3142.844,08:44,22:40,604,47900,505,false,46.818333333333335,62.5675,RITET,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,3298.412,08:44,22:40,604,47000,501,false,47.185,64.53416666666666,ARKAM,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,3335.452,08:44,22:40,604,46700,502,false,47.268055555555556,65.00083333333333,BAGED,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,3400.272,08:44,22:40,604,46300,501,false,47.4025,65.835,TIROK,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,3468.796,08:44,22:40,604,45900,500,false,47.55222222222222,66.71722222222222,ABURA,0,76180
11887,2026-04-08 00:00:00.0,LGAV,ZHEC,3548.432,08:44,22:40,604,45400,498,false,47.7175,67.75194444444445,DZG,0,76180
