alt,an,dis,fi,gateway_time,lat,lon,posPointName,sAlt,type
342.90000000000003,B-2079,0,I99806,2026-04-02 09:38:37,37.93578888888889,23.95492777777778,POS,-1.0,ADSB
152,,0,,2026-04-02 09:38:38,37.935,23.953999999999997,POS,,ACARS
601.98,B-2079,0,I99806,2026-04-02 09:38:55,37.92603888888889,23.946399999999997,POS,-1.0,ADSB
868.6800000000001,B-2079,0,I99806,2026-04-02 09:39:09,37.915350000000004,23.938308333333335,POS,-1.0,ADSB
1059.18,B-2079,0,I99806,2026-04-02 09:39:27,37.90427777777778,23.93055,POS,-1.0,ADSB
1272.54,B-2079,0,I99806,2026-04-02 09:39:43,37.8925,23.92272777777778,POS,-1.0,ADSB
1402.0800000000002,B-2079,0,I99806,2026-04-02 09:39:59,37.88048888888889,23.914669444444442,POS,-1.0,ADSB
1600.2,B-2079,0,I99806,2026-04-02 09:40:27,37.85755833333333,23.899177777777776,POS,-1.0,ADSB
2034.5400000000002,B-2079,0,I99806,2026-04-02 09:40:57,37.82941944444445,23.88033888888889,POS,-1.0,ADSB
2537.46,B-2079,0,I99806,2026-04-02 09:41:27,37.79957777777778,23.860388888888888,POS,-1.0,ADSB
2849.88,B-2079,0,I99806,2026-04-02 09:41:45,37.778819444444444,23.847077777777777,POS,-1.0,ADSB
3108.96,B-2079,0,I99806,2026-04-02 09:42:05,37.75716944444444,23.84623888888889,POS,-1.0,ADSB
3337.56,B-2079,0,I99806,2026-04-02 09:42:25,37.73743888888889,23.863469444444444,POS,-1.0,ADSB
3550.92,B-2079,0,I99806,2026-04-02 09:42:43,37.72580833333333,23.89262777777778,POS,-1.0,ADSB
3870.96,B-2079,0,I99806,2026-04-02 09:43:13,37.71106944444445,23.946977777777775,POS,-1.0,ADSB
4335.780000000001,B-2079,0,I99806,2026-04-02 09:43:43,37.69568888888889,24.01003888888889,POS,-1.0,ADSB
4663.4400000000005,B-2079,0,I99806,2026-04-02 09:44:03,37.68635833333334,24.048119444444442,POS,-1.0,ADSB
5204.46,B-2079,0,I99806,2026-04-02 09:44:31,37.66781944444444,24.112769444444446,POS,-1.0,ADSB
5722.62,B-2079,0,I99806,2026-04-02 09:45:03,37.64488888888889,24.186819444444446,POS,-1.0,ADSB
6187.4400000000005,B-2079,0,I99806,2026-04-02 09:45:35,37.625008333333334,24.25004722222222,POS,-1.0,ADSB
6614.160000000001,B-2079,0,I99806,2026-04-02 09:46:03,37.602677777777785,24.32168888888889,POS,-1.0,ADSB
6819.900000000001,B-2079,0,I99806,2026-04-02 09:46:35,37.58033888888889,24.39338888888889,POS,-1.0,ADSB
6987.54,B-2079,0,I99806,2026-04-02 09:47:05,37.55671944444445,24.46887777777778,POS,-1.0,ADSB
7414.26,B-2079,0,I99806,2026-04-02 09:47:37,37.53391944444444,24.54082777777778,POS,-1.0,ADSB
7787.64,B-2079,0,I99806,2026-04-02 09:48:07,37.51029722222222,24.615158333333337,POS,-1.0,ADSB
8077,,0,,2026-04-02 09:48:30,37.486000000000004,24.691000000000003,POS,,ACARS
8084.820000000001,B-2079,0,I99806,2026-04-02 09:48:39,37.48665833333333,24.68973888888889,POS,-1.0,ADSB
8435.34,B-2079,0,I99806,2026-04-02 09:49:07,37.46230833333333,24.76635,POS,-1.0,ADSB
