gateway_time,alt,fob,dis,lat,lon,posPointName,sAlt,type
2026-04-29 22:27:52,152,69800,0,37.939,23.936,POS,,ACARS
2026-04-29 22:28:03,312.42,69800,0,37.947969444444446,23.944119444444446,POS,-1.0,ADSB
2026-04-29 22:28:21,518.1600000000001,69800,0,37.95743888888889,23.95299722222222,POS,-1.0,ADSB
2026-04-29 22:28:37,708.6600000000001,69800,0,37.96746944444445,23.962408333333332,POS,-1.0,ADSB
2026-04-29 22:28:55,967.74,69800,0,37.980158333333335,23.97389722222222,POS,-1.0,ADSB
2026-04-29 22:29:11,1135.38,69800,0,37.99112777777778,23.983969444444444,POS,-1.0,ADSB
2026-04-29 22:29:37,1386.8400000000001,69800,0,38.0137,24.004658333333335,POS,-1.0,ADSB
2026-04-29 22:30:01,1684.02,69800,0,38.03026944444444,24.020608333333335,POS,-1.0,ADSB
2026-04-29 22:30:19,1965.96,69800,0,38.04025,24.042269444444443,POS,-1.0,ADSB
2026-04-29 22:30:33,2255.52,69800,0,38.040758333333336,24.06613888888889,POS,-1.0,ADSB
2026-04-29 22:31:03,2514.6,69800,0,38.037508333333335,24.110327777777776,POS,-1.0,ADSB
2026-04-29 22:31:33,2964.1800000000003,69800,0,38.033408333333334,24.161088888888887,POS,-1.0,ADSB
2026-04-29 22:32:03,3337.56,69800,0,38.02880833333333,24.218249999999998,POS,-1.0,ADSB
2026-04-29 22:32:35,3627.1200000000003,69800,0,38.02437777777778,24.27925,POS,-1.0,ADSB
2026-04-29 22:33:05,4206.24,69800,0,38.01909722222222,24.346169444444445,POS,-1.0,ADSB
2026-04-29 22:33:35,4770.12,69800,0,38.012969444444444,24.412277777777778,POS,-1.0,ADSB
2026-04-29 22:33:55,5173.9800000000005,69800,0,38.000550000000004,24.460219444444444,POS,-1.0,ADSB
2026-04-29 22:34:37,5928.360000000001,69800,0,37.96055833333334,24.54775833333333,POS,-1.0,ADSB
2026-04-29 22:35:11,6507.4800000000005,69800,0,37.92652777777778,24.618388888888887,POS,-1.0,ADSB
2026-04-29 22:35:41,7025.64,69800,0,37.89374722222222,24.686397222222222,POS,-1.0,ADSB
2026-04-29 22:36:11,7520.9400000000005,69800,0,37.860277777777775,24.75607777777778,POS,-1.0,ADSB
2026-04-29 22:36:41,7947.660000000001,69800,0,37.82722777777777,24.824919444444447,POS,-1.0,ADSB
2026-04-29 22:37:11,8366.76,69800,0,37.792969444444445,24.896069444444446,POS,-1.0,ADSB
2026-04-29 22:37:41,8763.0,69800,0,37.75860833333333,24.96732777777778,POS,-1.0,ADSB
2026-04-29 22:37:43,8839,67000,0,37.75,24.985,POS,,ACARS
2026-04-29 22:38:13,9105.9,67000,0,37.72229722222222,25.0422,POS,-1.0,ADSB
2026-04-29 22:38:43,9494.52,67000,0,37.68766944444444,25.113608333333335,POS,-1.0,ADSB
2026-04-29 22:39:13,9982.2,67000,0,37.651027777777784,25.189019444444444,POS,-1.0,ADSB
2026-04-29 22:39:43,10294.62,67000,0,37.61471944444444,25.263719444444444,POS,-1.0,ADSB
2026-04-29 22:40:13,10584.18,67000,0,37.57932777777778,25.335927777777776,POS,-1.0,ADSB
2026-04-29 22:40:43,10904.220000000001,67000,0,37.54225,25.411550000000002,POS,-1.0,ADSB
2026-04-29 22:41:15,11132.82,67000,0,37.50645,25.48488888888889,POS,-1.0,ADSB
