alt,dat,dep,des,dist,eta,etd,flyTime,ful,grs,important,lat,lon,name,time,tripfuel
0,2026-04-15 00:00:00.0,LGAV,ZHEC,22.224,08:47,22:40,607,70200,357,false,37.80083333333334,23.766666666666666,AV210,0,72963
0,2026-04-15 00:00:00.0,LGAV,ZHEC,42.596,08:47,22:40,607,69600,381,false,37.668055555555554,23.585833333333333,AV212,0,72963
0,2026-04-15 00:00:00.0,LGAV,ZHEC,77.784,08:47,22:40,607,68500,458,false,37.60166666666667,23.98472222222222,AV216,0,72963
8839,2026-04-15 00:00:00.0,LGAV,ZHEC,98.156,08:47,22:40,607,68000,468,false,37.56722222222222,24.217222222222222,TOC,0,72963
8839,2026-04-15 00:00:00.0,LGAV,ZHEC,105.564,08:47,22:40,607,68000,468,false,37.55111111111111,24.285833333333333,KEA,0,72963
8839,2026-04-15 00:00:00.0,LGAV,ZHEC,174.088,08:47,22:40,607,67400,465,false,37.352222222222224,25.03361111111111,VARIX,0,72963
8839,2026-04-15 00:00:00.0,LGAV,ZHEC,205.572,08:47,22:40,607,67200,464,false,37.26833333333333,25.352222222222224,RIPLI,0,72963
8839,2026-04-15 00:00:00.0,LGAV,ZHEC,220.388,08:47,22:40,607,67100,464,false,37.21861111111111,25.501944444444444,PIDAX,0,72963
8839,2026-04-15 00:00:00.0,LGAV,ZHEC,290.764,08:47,22:40,607,66500,464,false,36.96888888888889,26.235833333333332,AKINA,0,72963
8839,2026-04-15 00:00:00.0,LGAV,ZHEC,316.692,08:47,22:40,607,66300,463,false,36.88444444444445,26.516666666666666,LURUS,0,72963
8839,2026-04-15 00:00:00.0,LGAV,ZHEC,333.36,08:47,22:40,607,66200,463,false,36.818888888888885,26.684166666666666,KOPAR,0,72963
8839,2026-04-15 00:00:00.0,LGAV,ZHEC,375.956,08:47,22:40,607,65900,464,false,36.66833333333334,27.11916666666667,USINI,0,72963
8839,2026-04-15 00:00:00.0,LGAV,ZHEC,435.22,08:47,22:40,607,65400,465,false,36.4525,27.719166666666666,CODIC,0,72963
8839,2026-04-15 00:00:00.0,LGAV,ZHEC,470.408,08:47,22:40,607,65200,465,false,36.33444444444444,28.069166666666668,RDS,0,72963
8839,2026-04-15 00:00:00.0,LGAV,ZHEC,513.004,08:47,22:40,607,64500,453,false,36.55,28.483333333333334,SOTIV,0,72963
11887,2026-04-15 00:00:00.0,LGAV,ZHEC,544.488,08:47,22:40,607,64099,504,false,36.684444444444445,28.769166666666667,DAL,0,72963
11887,2026-04-15 00:00:00.0,LGAV,ZHEC,601.9,08:47,22:40,607,63800,499,false,37.11805555555556,29.135,OZYAK,0,72963
11887,2026-04-15 00:00:00.0,LGAV,ZHEC,618.568,08:47,22:40,607,63700,498,false,37.250277777777775,29.25,SUNAT,0,72963
11887,2026-04-15 00:00:00.0,LGAV,ZHEC,627.828,08:47,22:40,607,63600,498,false,37.318333333333335,29.302222222222223,RIVBU,0,72963
11887,2026-04-15 00:00:00.0,LGAV,ZHEC,644.496,08:47,22:40,607,63500,498,false,37.451388888888886,29.41777777777778,BALSU,0,72963
11887,2026-04-15 00:00:00.0,LGAV,ZHEC,688.944,08:47,22:40,607,63200,500,false,37.784444444444446,29.700555555555557,CRD,0,72963
11887,2026-04-15 00:00:00.0,LGAV,ZHEC,737.096,08:47,22:40,607,62900,497,false,38.15027777777778,30.00027777777778,DESEM,0,72963
11887,2026-04-15 00:00:00.0,LGAV,ZHEC,761.172,08:47,22:40,607,62700,498,false,38.33416666666667,30.15111111111111,TEKDO,0,72963
11887,2026-04-15 00:00:00.0,LGAV,ZHEC,787.1,08:47,22:40,607,62600,501,false,38.51916666666666,30.316944444444445,UPKUL,0,72963
11887,2026-04-15 00:00:00.0,LGAV,ZHEC,824.14,08:47,22:40,607,62300,501,false,38.800555555555555,30.535555555555554,KFK,0,72963
11887,2026-04-15 00:00:00.0,LGAV,ZHEC,942.668,08:47,22:40,607,61600,513,false,39.216944444444444,31.801944444444445,ROLVI,0,72963
11887,2026-04-15 00:00:00.0,LGAV,ZHEC,992.672,08:47,22:40,607,61300,514,false,39.38444444444445,32.35138888888889,HALIL,0,72963
11887,2026-04-15 00:00:00.0,LGAV,ZHEC,1007.488,08:47,22:40,607,61200,513,false,39.43388888888889,32.501666666666665,HAY,0,72963
11887,2026-04-15 00:00:00.0,LGAV,ZHEC,1042.676,08:47,22:40,607,61000,518,false,39.46861111111111,32.90083333333333,OZCIM,0,72963
11887,2026-04-15 00:00:00.0,LGAV,ZHEC,1074.16,08:47,22:40,607,60800,519,false,39.516666666666666,33.25194444444445,EPHIK,0,72963
11887,2026-04-15 00:00:00.0,LGAV,ZHEC,1105.644,08:47,22:40,607,60600,520,false,39.550555555555555,33.61833333333333,AVCES,0,72963
11887,2026-04-15 00:00:00.0,LGAV,ZHEC,1172.316,08:47,22:40,607,60200,520,false,39.618611111111115,34.40111111111111,JUPNE,0,72963
11887,2026-04-15 00:00:00.0,LGAV,ZHEC,1272.324,08:47,22:40,607,59600,521,false,39.71888888888889,35.56777777777778,USFAF,0,72963
11887,2026-04-15 00:00:00.0,LGAV,ZHEC,1329.736,08:47,22:40,607,59300,522,false,39.78333333333333,36.235,ZACUF,0,72963
11887,2026-04-15 00:00:00.0,LGAV,ZHEC,1385.296,08:47,22:40,607,58900,523,false,39.784444444444446,36.885,SIV,0,72963
11887,2026-04-15 00:00:00.0,LGAV,ZHEC,1431.596,08:47,22:40,607,58600,518,false,39.833333333333336,37.41916666666667,OTSOV,0,72963
11887,2026-04-15 00:00:00.0,LGAV,ZHEC,1477.896,08:47,22:40,607,58300,517,false,39.867777777777775,37.96805555555556,UTURI,0,72963
11887,2026-04-15 00:00:00.0,LGAV,ZHEC,1555.68,08:47,22:40,607,57900,516,false,39.93388888888889,38.88388888888889,EZN,0,72963
11887,2026-04-15 00:00:00.0,LGAV,ZHEC,1574.2,08:47,22:40,607,57800,519,false,39.934444444444445,39.10027777777778,INTAB,0,72963
