alt,dat,dep,des,dist,eta,etd,flyTime,ful,grs,important,lat,lon,name,time,tripfuel
0,2026-04-22 00:00:00.0,LGAV,ZHEC,22.224,08:31,22:40,591,68600,348,false,37.80083333333334,23.766666666666666,AV210,0,71349
0,2026-04-22 00:00:00.0,LGAV,ZHEC,42.596,08:31,22:40,591,67900,383,false,37.668055555555554,23.585833333333333,AV212,0,71349
0,2026-04-22 00:00:00.0,LGAV,ZHEC,77.784,08:31,22:40,591,66900,493,false,37.60166666666667,23.98472222222222,AV216,0,71349
8839,2026-04-22 00:00:00.0,LGAV,ZHEC,100.008,08:31,22:40,591,66500,494,false,37.56722222222222,24.234444444444446,TOC,0,71349
8839,2026-04-22 00:00:00.0,LGAV,ZHEC,105.564,08:31,22:40,591,66400,494,false,37.55111111111111,24.285833333333333,KEA,0,71349
8839,2026-04-22 00:00:00.0,LGAV,ZHEC,174.088,08:31,22:40,591,65900,494,false,37.352222222222224,25.03361111111111,VARIX,0,71349
8839,2026-04-22 00:00:00.0,LGAV,ZHEC,205.572,08:31,22:40,591,65700,492,false,37.26833333333333,25.352222222222224,RIPLI,0,71349
8839,2026-04-22 00:00:00.0,LGAV,ZHEC,220.388,08:31,22:40,591,65600,491,false,37.21861111111111,25.501944444444444,PIDAX,0,71349
8839,2026-04-22 00:00:00.0,LGAV,ZHEC,290.764,08:31,22:40,591,65099,489,false,36.96888888888889,26.235833333333332,AKINA,0,71349
8839,2026-04-22 00:00:00.0,LGAV,ZHEC,316.692,08:31,22:40,591,64900,488,false,36.88444444444445,26.516666666666666,LURUS,0,71349
8839,2026-04-22 00:00:00.0,LGAV,ZHEC,333.36,08:31,22:40,591,64800,487,false,36.818888888888885,26.684166666666666,KOPAR,0,71349
8839,2026-04-22 00:00:00.0,LGAV,ZHEC,375.956,08:31,22:40,591,64500,488,false,36.66833333333334,27.11916666666667,USINI,0,71349
8839,2026-04-22 00:00:00.0,LGAV,ZHEC,435.22,08:31,22:40,591,64099,486,false,36.4525,27.719166666666666,CODIC,0,71349
8839,2026-04-22 00:00:00.0,LGAV,ZHEC,470.408,08:31,22:40,591,63900,486,false,36.33444444444444,28.069166666666668,RDS,0,71349
10668,2026-04-22 00:00:00.0,LGAV,ZHEC,513.004,08:31,22:40,591,63200,508,false,36.55,28.483333333333334,SOTIV,0,71349
11278,2026-04-22 00:00:00.0,LGAV,ZHEC,544.488,08:31,22:40,591,62900,513,false,36.684444444444445,28.769166666666667,DAL,0,71349
11278,2026-04-22 00:00:00.0,LGAV,ZHEC,601.9,08:31,22:40,591,62600,495,false,37.11805555555556,29.135,OZYAK,0,71349
11278,2026-04-22 00:00:00.0,LGAV,ZHEC,618.568,08:31,22:40,591,62400,496,false,37.250277777777775,29.25,SUNAT,0,71349
11278,2026-04-22 00:00:00.0,LGAV,ZHEC,627.828,08:31,22:40,591,62400,496,false,37.318333333333335,29.302222222222223,RIVBU,0,71349
11278,2026-04-22 00:00:00.0,LGAV,ZHEC,644.496,08:31,22:40,591,62300,496,false,37.451388888888886,29.41777777777778,BALSU,0,71349
11278,2026-04-22 00:00:00.0,LGAV,ZHEC,688.944,08:31,22:40,591,62000,497,false,37.784444444444446,29.700555555555557,CRD,0,71349
11278,2026-04-22 00:00:00.0,LGAV,ZHEC,737.096,08:31,22:40,591,61700,497,false,38.15027777777778,30.00027777777778,DESEM,0,71349
11278,2026-04-22 00:00:00.0,LGAV,ZHEC,761.172,08:31,22:40,591,61500,499,false,38.33416666666667,30.15111111111111,TEKDO,0,71349
11278,2026-04-22 00:00:00.0,LGAV,ZHEC,787.1,08:31,22:40,591,61300,499,false,38.51916666666666,30.316944444444445,UPKUL,0,71349
11278,2026-04-22 00:00:00.0,LGAV,ZHEC,824.14,08:31,22:40,591,61100,500,false,38.800555555555555,30.535555555555554,KFK,0,71349
11278,2026-04-22 00:00:00.0,LGAV,ZHEC,942.668,08:31,22:40,591,60400,525,false,39.216944444444444,31.801944444444445,ROLVI,0,71349
11278,2026-04-22 00:00:00.0,LGAV,ZHEC,992.672,08:31,22:40,591,60100,526,false,39.38444444444445,32.35138888888889,HALIL,0,71349
11278,2026-04-22 00:00:00.0,LGAV,ZHEC,1007.488,08:31,22:40,591,60000,524,false,39.43388888888889,32.501666666666665,HAY,0,71349
11278,2026-04-22 00:00:00.0,LGAV,ZHEC,1042.676,08:31,22:40,591,59800,527,false,39.46861111111111,32.90083333333333,OZCIM,0,71349
11278,2026-04-22 00:00:00.0,LGAV,ZHEC,1074.16,08:31,22:40,591,59600,529,false,39.516666666666666,33.25194444444445,EPHIK,0,71349
11278,2026-04-22 00:00:00.0,LGAV,ZHEC,1105.644,08:31,22:40,591,59400,529,false,39.550555555555555,33.61833333333333,AVCES,0,71349
11278,2026-04-22 00:00:00.0,LGAV,ZHEC,1172.316,08:31,22:40,591,59000,528,false,39.618611111111115,34.40111111111111,JUPNE,0,71349
11278,2026-04-22 00:00:00.0,LGAV,ZHEC,1272.324,08:31,22:40,591,58400,525,false,39.71888888888889,35.56777777777778,USFAF,0,71349
11278,2026-04-22 00:00:00.0,LGAV,ZHEC,1329.736,08:31,22:40,591,58000,525,false,39.78333333333333,36.235,ZACUF,0,71349
11278,2026-04-22 00:00:00.0,LGAV,ZHEC,1385.296,08:31,22:40,591,57700,524,false,39.784444444444446,36.885,SIV,0,71349
11278,2026-04-22 00:00:00.0,LGAV,ZHEC,1431.596,08:31,22:40,591,57400,524,false,39.833333333333336,37.41916666666667,OTSOV,0,71349
11278,2026-04-22 00:00:00.0,LGAV,ZHEC,1477.896,08:31,22:40,591,57100,522,false,39.867777777777775,37.96805555555556,UTURI,0,71349
11278,2026-04-22 00:00:00.0,LGAV,ZHEC,1555.68,08:31,22:40,591,56600,522,false,39.93388888888889,38.88388888888889,EZN,0,71349
11278,2026-04-22 00:00:00.0,LGAV,ZHEC,1574.2,08:31,22:40,591,56500,521,false,39.934444444444445,39.10027777777778,INTAB,0,71349
11278,2026-04-22 00:00:00.0,LGAV,ZHEC,1614.944,08:31,22:40,591,56300,520,false,39.935833333333335,39.56861111111111,ORHAN,0,71349
11278,2026-04-22 00:00:00.0,LGAV,ZHEC,1644.576,08:31,22:40,591,56100,520,false,39.95027777777778,39.916666666666664,ARKIN,0,71349
11278,2026-04-22 00:00:00.0,LGAV,ZHEC,1709.396,08:31,22:40,591,55700,519,false,39.95111111111111,40.6525,DAMAT,0,71349
11278,2026-04-22 00:00:00.0,LGAV,ZHEC,1755.696,08:31,22:40,591,55400,518,false,39.95111111111111,41.20111111111111,ERZ,0,71349
11278,2026-04-22 00:00:00.0,LGAV,ZHEC,1801.996,08:31,22:40,591,55100,519,false,39.98555555555556,41.735,ALVAR,0,71349
11278,2026-04-22 00:00:00.0,LGAV,ZHEC,1861.26,08:31,22:40,591,54800,519,false,40.03527777777778,42.43333333333333,YAVUZ,0,71349
11278,2026-04-22 00:00:00.0,LGAV,ZHEC,1903.856,08:31,22:40,591,54500,520,false,40.06805555555555,42.93388888888889,BIRZU,0,71349
11278,2026-04-22 00:00:00.0,LGAV,ZHEC,1940.896,08:31,22:40,591,54300,519,false,40.1,43.367222222222225,ELTOX,0,71349
11278,2026-04-22 00:00:00.0,LGAV,ZHEC,1966.824,08:31,22:40,591,54100,519,false,40.1025,43.6525,INDUR,0,71349
11278,2026-04-22 00:00:00.0,LGAV,ZHEC,2046.46,08:31,22:40,591,53600,518,false,40.235,44.56861111111111,REBGI,0,71349
