alt,an,dis,fi,gateway_time,lat,lon,posPointName,sAlt,type
11277.6,B-2079,0,I99806,2026-04-08 22:42:32,36.97883888888889,26.703319444444443,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 22:43:04,36.94372777777778,26.78057777777778,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 22:43:34,36.908427777777774,26.858069444444446,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 22:44:06,36.87359722222222,26.934269444444443,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 22:44:38,36.83541944444445,27.017777777777777,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 22:45:08,36.799477777777774,27.096058333333332,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 22:45:36,36.764538888888886,27.172047222222222,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 22:46:08,36.7286,27.250069444444446,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 22:46:38,36.69277777777778,27.327627777777778,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 22:47:06,36.656797222222224,27.40533888888889,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 22:47:38,36.620919444444446,27.482708333333335,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 22:48:08,36.58474722222222,27.560347222222223,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 22:48:38,36.54812777777778,27.639027777777777,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 22:49:12,36.509988888888884,27.720727777777775,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 22:49:42,36.47205,27.801719444444444,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 22:50:12,36.43685833333333,27.876697222222223,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 22:50:42,36.39957777777778,27.95585833333333,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 22:50:58,36.38095,27.99742777777778,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 22:51:22,36.36739722222222,28.061027777777777,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 22:51:40,36.37060833333334,28.11990833333333,POS,-1.0,ADSB
11247,,0,,2026-04-08 22:51:41,36.373,28.13,POS,,ACARS
11277.6,B-2079,0,I99806,2026-04-08 22:52:00,36.38820833333333,28.174027777777777,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 22:52:32,36.42425833333333,28.24505,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 22:53:08,36.471577777777775,28.334377777777775,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 22:53:36,36.508827777777775,28.404508333333332,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 22:54:08,36.550069444444446,28.483108333333334,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 22:54:42,36.589077777777774,28.563169444444444,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 22:55:16,36.62768888888888,28.647819444444444,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 22:55:46,36.66320833333333,28.72523888888889,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 22:56:04,36.68805833333334,28.76712777777778,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 22:56:42,36.75256944444445,28.834488888888888,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 22:57:14,36.8129,28.88475,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 22:57:44,36.867599999999996,28.929808333333334,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 22:58:14,36.92234722222223,28.97488888888889,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 22:58:44,36.976908333333334,29.020038888888887,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 22:59:14,37.0334,29.066958333333336,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 22:59:44,37.08695833333333,29.11166944444444,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:00:16,37.143950000000004,29.159177777777774,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:00:46,37.19658888888889,29.203300000000002,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:01:16,37.25408888888889,29.25150833333333,POS,-1.0,ADSB
11247,,0,,2026-04-08 23:01:41,37.306000000000004,29.295,POS,,ACARS
11277.6,B-2079,0,I99806,2026-04-08 23:01:48,37.31012777777777,29.298388888888887,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:02:16,37.36538888888889,29.344838888888887,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:02:48,37.42063888888889,29.39170833333333,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:03:16,37.47431944444444,29.437158333333336,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:03:48,37.53290833333333,29.48648888888889,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:04:18,37.588227777777774,29.53309722222222,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:04:48,37.64318888888889,29.579638888888887,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:05:20,37.69878888888889,29.626597222222223,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:05:48,37.75288888888889,29.672519444444447,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:06:18,37.80925833333333,29.720469444444443,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:06:50,37.86437777777778,29.76548888888889,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:07:18,37.92028888888889,29.810858333333332,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:07:50,37.975519444444444,29.855988888888888,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:08:18,38.03075833333334,29.901319444444443,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:08:48,38.08629722222223,29.94715,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:09:18,38.14026944444444,29.991919444444445,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:09:50,38.19671944444445,30.038777777777778,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:10:20,38.25295,30.085338888888888,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:10:44,38.300219444444444,30.12995,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:11:14,38.33939722222222,30.189469444444445,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:11:34,38.36062777777778,30.24315,POS,-1.0,ADSB
11277,,0,,2026-04-08 23:11:42,38.37,30.28,POS,,ACARS
11277.6,B-2079,0,I99806,2026-04-08 23:12:10,38.38856944444444,30.353058333333333,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:12:40,38.41048888888889,30.441827777777778,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:13:10,38.431869444444445,30.529038888888888,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:13:40,38.45301944444444,30.616027777777777,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:14:10,38.47434722222222,30.70355,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:14:44,38.497769444444444,30.800169444444446,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:15:14,38.51875833333333,30.88683888888889,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:15:44,38.54053888888889,30.9775,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:16:14,38.56150833333333,31.064558333333334,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:16:44,38.58248888888889,31.15203888888889,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:17:14,38.60381944444445,31.24108888888889,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:17:46,38.62710833333333,31.33939722222222,POS,-1.0,ADSB
11269.980000000001,B-2079,0,I99806,2026-04-08 23:18:26,38.65351944444445,31.45182777777778,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:19:02,38.680299999999995,31.565608333333333,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:19:34,38.701077777777776,31.653997222222223,POS,-1.0,ADSB
11269.980000000001,B-2079,0,I99806,2026-04-08 23:20:08,38.72281944444444,31.7475,POS,-1.0,ADSB
11285.220000000001,B-2079,0,I99806,2026-04-08 23:20:42,38.747097222222216,31.852108333333334,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:21:18,38.77257777777778,31.962208333333333,POS,-1.0,ADSB
11247,,0,,2026-04-08 23:21:42,38.792,32.047,POS,,ACARS
11277.6,B-2079,0,I99806,2026-04-08 23:21:46,38.793547222222216,32.05362777777778,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:22:18,38.81446944444444,32.14467777777778,POS,-1.0,ADSB
11285.220000000001,B-2079,0,I99806,2026-04-08 23:22:48,38.83474722222222,32.233288888888886,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:23:18,38.85556944444444,32.32488888888889,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:23:48,38.87621944444445,32.4163,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:24:20,38.89786944444444,32.51248888888889,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:24:54,38.92120833333333,32.61626944444445,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:25:24,38.94076944444444,32.70378888888889,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:25:54,38.96147777777778,32.79645,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:26:24,38.98181944444444,32.888669444444446,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:26:56,39.00205833333334,32.98005833333333,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:27:26,39.02237777777778,33.072069444444445,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:27:54,39.04224722222222,33.16252777777778,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:28:26,39.062219444444445,33.25445833333333,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:28:56,39.08255833333333,33.348019444444446,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:29:26,39.10299722222222,33.44255833333334,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:29:56,39.12349722222222,33.53791944444444,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:30:50,39.15481944444445,33.6842,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:31:22,39.18053888888889,33.80492777777778,POS,-1.0,ADSB
11277,,0,,2026-04-08 23:31:42,39.196000000000005,33.876000000000005,POS,,ACARS
11277.6,B-2079,0,I99806,2026-04-08 23:31:54,39.201188888888886,33.90255,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:32:24,39.22059722222222,33.99420833333333,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:32:56,39.24083888888889,34.09075833333333,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:33:24,39.260527777777774,34.18475,POS,-1.0,ADSB
11269.980000000001,B-2079,0,I99806,2026-04-08 23:33:54,39.279827777777776,34.27775833333333,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:34:38,39.30749722222222,34.41143888888889,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:35:16,39.33187777777778,34.53008888888889,POS,-1.0,ADSB
11269.980000000001,B-2079,0,I99806,2026-04-08 23:35:46,39.3512,34.62448888888889,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:36:46,39.389938888888885,34.815308333333334,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:37:16,39.40902777777778,34.90972777777778,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:38:12,39.445147222222225,35.089777777777776,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:39:10,39.48128888888889,35.27148888888889,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:39:42,39.499950000000005,35.36615,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:40:16,39.52247777777778,35.48107777777778,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:41:08,39.550497222222226,35.62432777777778,POS,-1.0,ADSB
11247,,0,,2026-04-08 23:41:49,39.577000000000005,35.761,POS,,ACARS
11277.6,B-2079,0,I99806,2026-04-08 23:44:20,39.670747222222225,36.2525,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:45:00,39.69462777777778,36.37987777777778,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:45:40,39.71776944444444,36.50375,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:46:10,39.73633888888889,36.60357777777778,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:47:06,39.76922777777778,36.782408333333336,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:47:40,39.78670833333333,36.88970833333334,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:48:10,39.797288888888886,36.987208333333335,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:48:38,39.80560833333333,37.08721944444444,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:49:10,39.81344722222222,37.185319444444445,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:49:40,39.82115833333334,37.28307777777778,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:50:10,39.82886944444444,37.38043888888888,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:50:42,39.836749999999995,37.481047222222216,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:51:10,39.844249999999995,37.578969444444446,POS,-1.0,ADSB
11277,,0,,2026-04-08 23:51:41,39.852999999999994,37.693,POS,,ACARS
11277.6,B-2079,0,I99806,2026-04-08 23:51:42,39.85168888888889,37.67742777777777,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:52:10,39.85899722222223,37.77471944444444,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:52:40,39.866499999999995,37.87597777777778,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:53:10,39.87345833333334,37.972747222222225,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:53:42,39.88077777777777,38.07275833333333,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:54:12,39.88786944444444,38.1698,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:54:42,39.89493888888889,38.26891944444444,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:55:12,39.901888888888884,38.367177777777776,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:55:42,39.90861944444445,38.46366944444444,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:56:12,39.915619444444445,38.564638888888894,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:56:42,39.9219,38.65722777777778,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:57:12,39.928688888888885,38.75763888888889,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:57:42,39.93473888888889,38.85670833333333,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:58:12,39.938188888888895,38.954769444444445,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-08 23:58:46,39.940019444444445,39.060547222222226,POS,-1.0,ADSB
11247,,0,,2026-04-09 00:01:41,39.94799999999999,39.651,POS,,ACARS
11277.6,B-2079,0,I99806,2026-04-09 00:02:10,39.94880833333333,39.68346944444444,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-09 00:02:54,39.95112777777778,39.86738888888889,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-09 00:04:32,39.95391944444444,40.17325833333334,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-09 00:05:14,39.95471944444444,40.32031944444444,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-09 00:05:50,39.95522777777778,40.44441944444444,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-09 00:06:20,39.95555,40.542608333333334,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-09 00:06:50,39.95596944444444,40.640858333333334,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-09 00:07:20,39.95625,40.73555833333334,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-09 00:07:50,39.9565,40.83416944444445,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-09 00:08:22,39.95685833333334,40.927258333333334,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-09 00:09:08,39.95713888888889,41.07968888888889,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-09 00:09:38,39.95772777777778,41.17522777777778,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-09 00:10:14,39.96281944444444,41.28636944444444,POS,-1.0,ADSB
11247,,0,,2026-04-09 00:11:41,39.984,41.58,POS,,ACARS
11277.6,B-2079,0,I99806,2026-04-09 00:11:52,39.98636944444444,41.60335,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-09 00:12:26,39.99409722222222,41.70621944444445,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-09 00:12:56,40.001308333333334,41.800419444444444,POS,-1.0,ADSB
11285.220000000001,B-2079,0,I99806,2026-04-09 00:13:26,40.00852777777778,41.89510833333334,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-09 00:14:08,40.018258333333335,42.026947222222226,POS,-1.0,ADSB
11269.980000000001,B-2079,0,I99806,2026-04-09 00:14:40,40.02593888888889,42.136,POS,-1.0,ADSB
11269.980000000001,B-2079,0,I99806,2026-04-09 00:15:20,40.034038888888894,42.25445833333333,POS,-1.0,ADSB
11277.6,B-2079,0,I99806,2026-04-09 00:15:48,40.04055833333334,42.34948888888889,POS,-1.0,ADSB
11399.52,B-2079,0,I99806,2026-04-09 00:16:22,40.047488888888886,42.45659722222222,POS,-1.0,ADSB
11559.54,B-2079,0,I99806,2026-04-09 00:16:50,40.05340833333333,42.55172777777778,POS,-1.0,ADSB
11711.94,B-2079,0,I99806,2026-04-09 00:17:20,40.05916944444445,42.645808333333335,POS,-1.0,ADSB
11864.34,B-2079,0,I99806,2026-04-09 00:17:52,40.06471944444444,42.73843888888889,POS,-1.0,ADSB
11879.58,B-2079,0,I99806,2026-04-09 00:18:32,40.071888888888886,42.86028888888889,POS,-1.0,ADSB
11894.82,B-2079,0,I99806,2026-04-09 00:19:12,40.07917777777778,42.98577777777778,POS,-1.0,ADSB
11887.2,B-2079,0,I99806,2026-04-09 00:19:44,40.084669444444444,43.08190833333333,POS,-1.0,ADSB
11887.2,B-2079,0,I99806,2026-04-09 00:20:32,40.09377777777778,43.235527777777776,POS,-1.0,ADSB
11887.2,B-2079,0,I99806,2026-04-09 00:21:02,40.099088888888886,43.32982777777778,POS,-1.0,ADSB
11887.2,B-2079,0,I99806,2026-04-09 00:21:36,40.104888888888894,43.433258333333335,POS,-1.0,ADSB
11856,,0,,2026-04-09 00:21:49,40.105,43.462999999999994,POS,,ACARS
11894.82,B-2079,0,I99806,2026-04-09 00:22:12,40.11098888888889,43.55016944444444,POS,-1.0,ADSB
11879.58,B-2079,0,I99806,2026-04-09 00:22:48,40.118808333333334,43.66584722222222,POS,-1.0,ADSB
11902.44,B-2079,0,I99806,2026-04-09 00:23:22,40.130719444444445,43.76311944444445,POS,-1.0,ADSB
11887.2,B-2079,0,I99806,2026-04-09 00:23:54,40.14361944444445,43.85498888888889,POS,-1.0,ADSB
11887.2,B-2079,0,I99806,2026-04-09 00:24:32,40.16168888888888,43.981519444444444,POS,-1.0,ADSB
11894.82,B-2079,0,I99806,2026-04-09 00:25:08,40.177369444444444,44.09990833333334,POS,-1.0,ADSB
11887.2,B-2079,0,I99806,2026-04-09 00:25:42,40.191827777777775,44.19451944444444,POS,-1.0,ADSB
11887.2,B-2079,0,I99806,2026-04-09 00:25:58,40.199669444444446,44.25080833333333,POS,-1.0,ADSB
11879.58,B-2079,0,I99806,2026-04-09 00:27:34,40.23951944444444,44.53850833333333,POS,-1.0,ADSB
11879.58,B-2079,0,I99806,2026-04-09 00:28:12,40.25623888888889,44.66124722222222,POS,-1.0,ADSB
11894.82,B-2079,0,I99806,2026-04-09 00:28:42,40.2695,44.754869444444445,POS,-1.0,ADSB
11894.82,B-2079,0,I99806,2026-04-09 00:29:32,40.291669444444445,44.9118,POS,-1.0,ADSB
11887.2,B-2079,0,I99806,2026-04-09 00:30:10,40.30732777777778,45.02605833333333,POS,-1.0,ADSB
11879.58,B-2079,0,I99806,2026-04-09 00:30:42,40.321288888888894,45.125119444444444,POS,-1.0,ADSB
11910.060000000001,B-2079,0,I99806,2026-04-09 00:31:12,40.334069444444445,45.21728888888889,POS,-1.0,ADSB
11887.2,B-2079,0,I99806,2026-04-09 00:31:42,40.346269444444445,45.306738888888894,POS,-1.0,ADSB
