alt,dat,dep,des,dist,eta,etd,flyTime,ful,grs,important,lat,lon,name,time,tripfuel
0,2026-04-05 00:00:00.0,LGAV,ZHEC,22.224,12:20,02:10,610,70600,381,false,37.80083333333334,23.766666666666666,AV210,0,73325
0,2026-04-05 00:00:00.0,LGAV,ZHEC,42.596,12:20,02:10,610,70000,412,false,37.668055555555554,23.585833333333333,AV212,0,73325
0,2026-04-05 00:00:00.0,LGAV,ZHEC,77.784,12:20,02:10,610,68900,452,false,37.60166666666667,23.98472222222222,AV216,0,73325
8839,2026-04-05 00:00:00.0,LGAV,ZHEC,96.304,12:20,02:10,610,68500,460,false,37.56722222222222,24.2,TOC,0,73325
8839,2026-04-05 00:00:00.0,LGAV,ZHEC,105.564,12:20,02:10,610,68400,460,false,37.55111111111111,24.285833333333333,KEA,0,73325
8839,2026-04-05 00:00:00.0,LGAV,ZHEC,174.088,12:20,02:10,610,67900,461,false,37.352222222222224,25.03361111111111,VARIX,0,73325
8839,2026-04-05 00:00:00.0,LGAV,ZHEC,205.572,12:20,02:10,610,67700,460,false,37.26833333333333,25.352222222222224,RIPLI,0,73325
8839,2026-04-05 00:00:00.0,LGAV,ZHEC,220.388,12:20,02:10,610,67600,461,false,37.21861111111111,25.501944444444444,PIDAX,0,73325
8839,2026-04-05 00:00:00.0,LGAV,ZHEC,290.764,12:20,02:10,610,67000,462,false,36.96888888888889,26.235833333333332,AKINA,0,73325
8839,2026-04-05 00:00:00.0,LGAV,ZHEC,316.692,12:20,02:10,610,66800,462,false,36.88444444444445,26.516666666666666,LURUS,0,73325
8839,2026-04-05 00:00:00.0,LGAV,ZHEC,333.36,12:20,02:10,610,66700,465,false,36.818888888888885,26.684166666666666,KOPAR,0,73325
8839,2026-04-05 00:00:00.0,LGAV,ZHEC,375.956,12:20,02:10,610,66400,465,false,36.66833333333334,27.11916666666667,USINI,0,73325
8839,2026-04-05 00:00:00.0,LGAV,ZHEC,435.22,12:20,02:10,610,65900,468,false,36.4525,27.719166666666666,CODIC,0,73325
8839,2026-04-05 00:00:00.0,LGAV,ZHEC,470.408,12:20,02:10,610,65700,469,false,36.33444444444444,28.069166666666668,RDS,0,73325
8839,2026-04-05 00:00:00.0,LGAV,ZHEC,513.004,12:20,02:10,610,65099,448,false,36.55,28.483333333333334,SOTIV,0,73325
11887,2026-04-05 00:00:00.0,LGAV,ZHEC,544.488,12:20,02:10,610,64599,538,false,36.684444444444445,28.769166666666667,DAL,0,73325
11887,2026-04-05 00:00:00.0,LGAV,ZHEC,601.9,12:20,02:10,610,64300,523,false,37.11805555555556,29.135,OZYAK,0,73325
11887,2026-04-05 00:00:00.0,LGAV,ZHEC,618.568,12:20,02:10,610,64200,521,false,37.250277777777775,29.25,SUNAT,0,73325
11887,2026-04-05 00:00:00.0,LGAV,ZHEC,627.828,12:20,02:10,610,64099,520,false,37.318333333333335,29.302222222222223,RIVBU,0,73325
11887,2026-04-05 00:00:00.0,LGAV,ZHEC,644.496,12:20,02:10,610,64000,518,false,37.451388888888886,29.41777777777778,BALSU,0,73325
11887,2026-04-05 00:00:00.0,LGAV,ZHEC,688.944,12:20,02:10,610,63700,516,false,37.784444444444446,29.700555555555557,CRD,0,73325
11887,2026-04-05 00:00:00.0,LGAV,ZHEC,737.096,12:20,02:10,610,63400,512,false,38.15027777777778,30.00027777777778,DESEM,0,73325
11887,2026-04-05 00:00:00.0,LGAV,ZHEC,761.172,12:20,02:10,610,63200,511,false,38.33416666666667,30.15111111111111,TEKDO,0,73325
11887,2026-04-05 00:00:00.0,LGAV,ZHEC,787.1,12:20,02:10,610,63100,509,false,38.51916666666666,30.316944444444445,UPKUL,0,73325
11887,2026-04-05 00:00:00.0,LGAV,ZHEC,824.14,12:20,02:10,610,62800,507,false,38.800555555555555,30.535555555555554,KFK,0,73325
11887,2026-04-05 00:00:00.0,LGAV,ZHEC,942.668,12:20,02:10,610,62100,514,false,39.216944444444444,31.801944444444445,ROLVI,0,73325
11887,2026-04-05 00:00:00.0,LGAV,ZHEC,992.672,12:20,02:10,610,61700,512,false,39.38444444444445,32.35138888888889,HALIL,0,73325
11887,2026-04-05 00:00:00.0,LGAV,ZHEC,1007.488,12:20,02:10,610,61600,511,false,39.43388888888889,32.501666666666665,HAY,0,73325
11887,2026-04-05 00:00:00.0,LGAV,ZHEC,1042.676,12:20,02:10,610,61400,512,false,39.46861111111111,32.90083333333333,OZCIM,0,73325
11887,2026-04-05 00:00:00.0,LGAV,ZHEC,1074.16,12:20,02:10,610,61200,513,false,39.516666666666666,33.25194444444445,EPHIK,0,73325
11887,2026-04-05 00:00:00.0,LGAV,ZHEC,1105.644,12:20,02:10,610,61000,513,false,39.550555555555555,33.61833333333333,AVCES,0,73325
11887,2026-04-05 00:00:00.0,LGAV,ZHEC,1172.316,12:20,02:10,610,60600,513,false,39.618611111111115,34.40111111111111,JUPNE,0,73325
