alt,des,dis,eventTime,eventType,fob,gateway_time,lat,lon,posPointName,sAlt,tko,type
0,ZSFZ,0,2026-04-03 01:11:42,OUT,0,2026-04-03 01:11:42,50.90138888888889,4.484444444444445,OUT,,EBBR,ACARS
0,ZSFZ,0,2026-04-03 01:30:55,OFF,0,2026-04-03 01:30:55,50.90138888888889,4.484444444444445,OFF,,EBBR,ACARS
91,,0,,,92200,2026-04-03 01:30:58,50.902,4.4670000000000005,POS,,,ACARS
144.78,,0,,,92200,2026-04-03 01:31:05,50.900499999999994,4.461208333333333,POS,-1.0,,ADSB
441.96000000000004,,0,,,92200,2026-04-03 01:31:21,50.89578888888889,4.442288888888889,POS,-1.0,,ADSB
662.94,,0,,,92200,2026-04-03 01:31:37,50.89608888888889,4.421919444444445,POS,-1.0,,ADSB
838.2,,0,,,92200,2026-04-03 01:31:53,50.90355,4.406477777777778,POS,-1.0,,ADSB
1028.7,,0,,,92200,2026-04-03 01:32:07,50.914227777777775,4.396819444444445,POS,-1.0,,ADSB
1143.0,,0,,,92200,2026-04-03 01:32:23,50.92721944444444,4.385677777777778,POS,-1.0,,ADSB
1257.3,,0,,,92200,2026-04-03 01:32:39,50.9415,4.373969444444445,POS,-1.0,,ADSB
1379.22,,0,,,92200,2026-04-03 01:32:55,50.95733888888889,4.361188888888889,POS,-1.0,,ADSB
1440.18,,0,,,92200,2026-04-03 01:33:11,50.974869444444444,4.346497222222222,POS,-1.0,,ADSB
1516.38,,0,,,92200,2026-04-03 01:33:27,50.99111944444444,4.3328388888888885,POS,-1.0,,ADSB
1706.88,,0,,,92200,2026-04-03 01:33:57,51.02050833333333,4.307938888888889,POS,-1.0,,ADSB
2148.84,,0,,,92200,2026-04-03 01:34:27,51.05118888888889,4.281619444444445,POS,-1.0,,ADSB
2621.28,,0,,,92200,2026-04-03 01:34:55,51.0821,4.255138888888889,POS,-1.0,,ADSB
2865.1200000000003,,0,,,92200,2026-04-03 01:35:11,51.099827777777776,4.248727777777778,POS,-1.0,,ADSB
3108.96,,0,,,92200,2026-04-03 01:35:29,51.11989722222222,4.258119444444445,POS,-1.0,,ADSB
3489.96,,0,,,92200,2026-04-03 01:36:09,51.16153888888889,4.310058333333333,POS,-1.0,,ADSB
3604.26,,0,,,92200,2026-04-03 01:36:25,51.18162777777778,4.3264000000000005,POS,-1.0,,ADSB
3855.7200000000003,,0,,,92200,2026-04-03 01:37:01,51.235347222222224,4.355769444444444,POS,-1.0,,ADSB
4206.24,,0,,,92200,2026-04-03 01:37:25,51.277427777777774,4.378277777777778,POS,-1.0,,ADSB
4861.56,,0,,,92200,2026-04-03 01:38:07,51.34227777777778,4.41315,POS,-1.0,,ADSB
5242.56,,0,,,92200,2026-04-03 01:38:29,51.376327777777774,4.432458333333334,POS,-1.0,,ADSB
