name,dist,alt,ful,time,lat,lon
ZHEC,,0,109541,1773282300000,30.342777777777776,115.02972222222222
KGF,37.04,0,106400,0,30.15,114.75194444444445
D015P,66.672,0,105400,0,30.416944444444443,114.8025
SALUG,81.488,0,104900,0,30.550833333333333,114.83472222222223
VADBU,114.824,0,103900,0,30.835833333333333,114.90027777777777
TOC,146.308,7803,102800,0,31.11722222222222,114.8
PAVPA,159.272,7803,102700,0,31.233888888888888,114.75111111111111
ONUDU,175.94,7803,102400,0,31.3675,114.70083333333334
BENBI,235.204,7803,101700,0,31.816666666666666,114.33527777777778
ESMEB,283.356,7803,101200,0,32.25111111111111,114.35138888888889
P537,288.912,7803,101100,0,32.30166666666667,114.35222222222222
P242,320.396,7803,100700,0,32.583888888888886,114.38416666666667
P536,322.248,7803,100700,0,32.60027777777778,114.38444444444444
TULRA,327.804,7803,100600,0,32.63583333333333,114.38527777777777
IGMIG,398.18,7803,99800,0,33.28388888888889,114.45083333333334
VINIG,435.22,7803,99300,0,33.6025,114.48361111111112
P129,446.332,7803,99200,0,33.701388888888886,114.48472222222222
OBMEP,459.296,7803,99100,0,33.8175,114.50083333333333
CGO,557.452,7803,97900,0,34.51694444444445,113.835
ISNAG,596.344,7803,97400,0,34.852222222222224,113.71888888888888
NOPIN,664.868,7803,96600,0,35.43555555555555,113.4675
TAMIX,685.24,7803,96400,0,35.60194444444444,113.38583333333334
PADNO,713.02,7803,96100,0,35.83555555555556,113.285
SQ,759.32,7803,95500,0,36.23444444444444,113.11666666666666
ANPIG,851.92,7803,94500,0,37.05083333333334,112.85
EXORI,916.74,7803,93700,0,37.617777777777775,112.65194444444444
AGVUR,931.556,7803,93400,0,37.75,112.61694444444444
EKETA,946.372,7803,93100,0,37.86805555555556,112.58444444444444
NOMAX,1013.044,9174,92200,0,38.451388888888886,112.45027777777777
P252,1074.16,9174,91500,0,39.00111111111111,112.31722222222223
TODAM,1129.72,9174,90900,0,39.484722222222224,112.20027777777777
DUBUB,1185.28,9174,90300,0,39.98361111111111,112.06916666666666
ISBAM,1211.208,9174,90000,0,40.20166666666667,112.01833333333333
NUTLO,1231.58,9174,89800,0,40.38583333333333,111.96888888888888
BAXOD,1257.508,9174,89500,0,40.617777777777775,111.91888888888889
HET,1268.62,9174,89400,0,40.71805555555556,111.9
LAXAG,1440.856,9174,87600,0,42.20111111111111,111.30055555555556
NIXAL,1557.532,9174,86300,0,43.20194444444444,110.88333333333334
ENGUG,1648.28,9784,83000,0,44.9025,108.3525
MASMU,1809.404,9784,81200,0,45.86888888888889,106.81888888888889
ANGID,1905.708,9784,80200,0,46.43555555555555,105.88388888888889
LEDED,2076.092,9784,78300,0,47.41833333333334,104.16833333333334
BEGVO,2161.284,9784,77300,0,47.90138888888889,103.285
UBSUN,2309.444,9784,75600,0,48.733333333333334,101.70222222222222
BUTIV,2472.42,9784,73800,0,49.60194444444444,99.91666666666667
DARNO,2615.024,9784,72200,0,50.35111111111111,98.28527777777778
FIR,2616.876,9754,72200,0,50.36666666666667,98.25222222222222
KZL,2748.368,9754,68800,0,51.585,94.20166666666667
LOBIR,2779.852,9754,64500,0,53.23555555555556,88.95194444444445
NOSPI,2931.716,9754,62900,0,53.80166666666667,86.86861111111111
IDGAR,3040.984,9754,61700,0,54.285,85.4336111111111
VENAP,3128.028,9754,60800,0,54.666666666666664,84.25138888888888
ODIDA,3226.184,9754,59700,0,55.06861111111111,82.885
KD,3265.076,9754,59300,0,55.26916666666666,82.40083333333334
OGAMA,3348.416,9754,58400,0,55.466944444444444,81.13361111111111
OSNAB,3428.052,9754,57600,0,55.63361111111111,79.88583333333334
KZ,3552.136,9754,56300,0,56.33416666666667,78.35111111111111
ROBLA,3616.956,9754,55600,0,56.550555555555555,77.38555555555556
MAGAR,3672.516,9754,52900,0,57.28333333333333,73.65194444444444
UNKIS,3829.936,9754,51200,0,57.7,71.1525
TIFAS,3957.724,9754,49900,0,58.01777777777778,69.10166666666667
NH,4009.58,9754,49300,0,58.13472222222222,68.26833333333333
MOLEG,4046.62,9754,48900,0,58.219166666666666,67.65194444444444
UGLIT,4129.96,9754,48000,0,58.4175,66.26805555555555
MAPUN,4218.856,9754,47100,0,58.600833333333334,64.78527777777778
UTORA,4276.268,9754,46500,0,58.702222222222225,63.835
GIKES,4407.76,9754,45100,0,58.984722222222224,61.617222222222225
SOMUD,4429.984,9754,43000,0,59.285,58.03472222222222
BADIK,4483.692,9754,42500,0,59.35111111111111,57.100833333333334
LOBVI,4659.632,9754,40800,0,59.483333333333334,54.01777777777778
NEGOK,4707.784,9754,40400,0,59.50083333333333,53.18333333333333
KEMEB,4772.604,9754,39800,0,59.55166666666667,52.03333333333333
LIKNU,4839.276,9754,39200,0,59.60111111111111,50.850833333333334
PENUD,4868.908,9754,38900,0,59.600833333333334,50.335
BEMIR,4946.692,9754,38200,0,59.58583333333333,48.9525
RILER,4983.732,9754,37900,0,59.58444444444444,48.31805555555555
RITKI,5044.848,9754,37300,0,59.566944444444445,47.23416666666667
ANDAT,5143.004,9754,36400,0,59.516666666666666,45.48583333333333
LORPI,5185.6,10363,35900,0,59.55222222222222,44.73555555555556
DORAK,5222.64,10363,35600,0,59.60138888888889,44.084722222222226
MEGTE,5305.98,10363,34800,0,59.685833333333335,42.63333333333333
APSAS,5365.244,10363,34300,0,59.75,41.58583333333333
AKEGA,5444.88,10363,33600,0,59.8,40.168055555555554
ODETI,5470.808,10363,33300,0,59.800555555555555,39.7
TIPNA,5489.328,10363,33200,0,59.80083333333334,39.36888888888889
INSOK,5559.704,10363,32500,0,59.785833333333336,38.117222222222225
ROSNI,5609.708,10363,32100,0,59.78388888888889,37.23555555555556
VUZMI,5633.784,10363,31800,0,59.76861111111111,36.818333333333335
LEDBA,5715.272,10363,31100,0,59.734722222222224,35.38361111111111
OSKEM,5722.68,10363,29400,0,59.68416666666667,31.951666666666668
BESNO,5767.128,10363,29000,0,59.66916666666667,31.15138888888889
UMODI,5859.728,10363,28200,0,59.7175,29.51888888888889
TURAL,5889.36,10363,27900,0,59.617777777777775,29.018055555555556
OKBES,5918.992,10363,27700,0,59.51916666666666,28.516666666666666
RANVA,5944.92,10363,27400,0,59.45111111111111,28.1
FIR,5946.772,10363,27400,0,59.45,28.066944444444445
RESMO,5981.96,10363,27100,0,59.33416666666667,27.484444444444446
KEMET,6161.604,10363,25500,0,58.717777777777776,24.58388888888889
RINEV,6313.468,10363,24000,0,57.90111111111111,22.517222222222223
FIR,6348.656,10363,23700,0,57.75111111111111,21.967777777777776
EVONA,6489.408,10363,22400,0,57.1525,19.918055555555554
ETRUS,6630.16,10363,19500,0,55.467777777777776,15.633611111111112
SALLO,6785.728,10363,18200,0,54.916666666666664,13.383888888888889
SULIV,6852.4,10668,17500,0,54.56666666666667,12.518888888888888
ROSOK,6902.404,10668,17100,0,54.20166666666667,12.068333333333333
BERIM,6969.076,10363,16600,0,53.718333333333334,11.466944444444444
FIR,6995.004,10363,16400,0,53.535833333333336,11.185
ROBEG,7006.116,10363,14900,0,52.233333333333334,9.267222222222221
EXOBA,7089.456,10363,14200,0,51.766666666666666,8.318333333333333
IRBUP,7156.128,7315,14100,0,51.48444444444444,7.468333333333334
ABAMI,7170.944,7315,13900,0,51.418055555555554,7.268888888888889
NEREL,7233.912,7315,13300,0,51.08416666666667,6.552222222222222
TOD,7245.024,7315,13200,0,51.01722222222222,6.45
AGENI,7287.62,0,13000,0,50.75,6.033333333333333
BATTY,7304.288,0,13000,0,50.65,5.835833333333333
FLO,7359.848,0,12800,0,50.86833333333333,5.133611111111111
EBBR,7406.148,0,12500,1773323520000,50.90027777777778,4.483611111111111
