gateway_time,alt,fob,dis,lat,lon,posPointName,sAlt,type
2026-04-02 10:28:14,0,0,0,30.342777777777776,115.02972222222222,OUT,,ACARS
2026-04-02 10:28:24,0.0,0,0,30.33933888888889,115.04422222222223,POS,0.0,ADSB
2026-04-02 10:28:29,0.0,0,0,30.339336111111113,115.04422500000001,POS,0.0,ADSB
2026-04-02 10:28:39,0.0,0,0,30.33933888888889,115.04422222222223,POS,0.0,ADSB
2026-04-02 10:28:44,0.0,0,0,30.33933888888889,115.04422222222223,POS,0.0,ADSB
2026-04-02 10:28:49,0.0,0,0,30.33933888888889,115.04422222222223,POS,0.0,ADSB
2026-04-02 10:28:54,0.0,0,0,30.33933888888889,115.04422222222223,POS,0.0,ADSB
2026-04-02 10:29:04,0.0,0,0,30.33933888888889,115.04422222222223,POS,0.0,ADSB
2026-04-02 10:29:09,0.0,0,0,30.33933888888889,115.04422222222223,POS,0.0,ADSB
2026-04-02 10:29:14,0.0,0,0,30.33933888888889,115.04422222222223,POS,0.0,ADSB
2026-04-02 10:29:29,0.0,0,0,30.339316666666665,115.04422222222223,POS,0.0,ADSB
2026-04-02 10:29:34,0.0,0,0,30.339291666666664,115.04422500000001,POS,0.0,ADSB
2026-04-02 10:29:39,0.0,0,0,30.339258333333333,115.04420833333334,POS,0.0,ADSB
2026-04-02 10:29:44,0.0,0,0,30.339233333333336,115.04421111111111,POS,0.0,ADSB
2026-04-02 10:29:51,0.0,0,0,30.339186111111115,115.0442,POS,0.0,ADSB
2026-04-02 10:29:59,0.0,0,0,30.339133333333336,115.04418055555556,POS,0.0,ADSB
2026-04-02 10:30:06,0.0,0,0,30.339075,115.04416944444445,POS,0.0,ADSB
2026-04-02 10:30:14,0.0,0,0,30.339019444444446,115.04415555555556,POS,0.0,ADSB
2026-04-02 10:30:21,0.0,0,0,30.338972222222225,115.04414166666666,POS,0.0,ADSB
2026-04-02 10:30:29,0.0,0,0,30.33891666666667,115.04411388888889,POS,0.0,ADSB
2026-04-02 10:30:39,0.0,0,0,30.338847222222224,115.04408888888888,POS,0.0,ADSB
2026-04-02 10:30:47,0.0,0,0,30.338791666666665,115.04407499999999,POS,0.0,ADSB
2026-04-02 10:30:55,0.0,0,0,30.338744444444444,115.04407499999999,POS,0.0,ADSB
2026-04-02 10:31:04,0.0,0,0,30.338675,115.04407499999999,POS,0.0,ADSB
2026-04-02 10:31:12,0.0,0,0,30.338616666666667,115.04408888888888,POS,0.0,ADSB
2026-04-02 10:31:20,0.0,0,0,30.33856111111111,115.04412777777777,POS,0.0,ADSB
2026-04-02 10:31:28,0.0,0,0,30.33851111111111,115.04415833333333,POS,0.0,ADSB
2026-04-02 10:31:35,0.0,0,0,30.338469444444446,115.04419444444444,POS,0.0,ADSB
2026-04-02 10:31:42,0.0,0,0,30.338422222222224,115.0442361111111,POS,0.0,ADSB
2026-04-02 10:31:49,0.0,0,0,30.33838888888889,115.04428888888889,POS,0.0,ADSB
2026-04-02 10:31:56,0.0,0,0,30.338355555555555,115.04433055555556,POS,0.0,ADSB
2026-04-02 10:32:03,0.0,0,0,30.338319444444444,115.04436944444444,POS,0.0,ADSB
2026-04-02 10:32:10,0.0,0,0,30.338288888888886,115.04441944444444,POS,0.0,ADSB
2026-04-02 10:32:17,0.0,0,0,30.338286111111113,115.04449166666666,POS,0.0,ADSB
2026-04-02 10:32:24,0.0,0,0,30.33827777777778,115.04454166666666,POS,0.0,ADSB
2026-04-02 10:32:31,0.0,0,0,30.33827777777778,115.04454166666666,POS,0.0,ADSB
2026-04-02 10:32:33,0.0,0,0,30.33827777777778,115.04454166666666,POS,0.0,ADSB
2026-04-02 10:32:36,0.0,0,0,30.33827777777778,115.04454166666666,POS,0.0,ADSB
2026-04-02 10:32:39,0.0,0,0,30.33827777777778,115.04454166666666,POS,0.0,ADSB
2026-04-02 10:32:47,0.0,0,0,30.33827777777778,115.04454166666666,POS,0.0,ADSB
2026-04-02 10:32:57,0.0,0,0,30.338275,115.04454444444444,POS,0.0,ADSB
2026-04-02 10:33:07,0.0,0,0,30.33827777777778,115.04454166666666,POS,0.0,ADSB
2026-04-02 10:33:12,0.0,0,0,30.33827777777778,115.04454166666666,POS,0.0,ADSB
2026-04-02 10:33:22,0.0,0,0,30.338275,115.04454444444444,POS,0.0,ADSB
2026-04-02 10:33:27,0.0,0,0,30.33827777777778,115.04454166666666,POS,0.0,ADSB
2026-04-02 10:33:32,0.0,0,0,30.338275,115.04454444444444,POS,0.0,ADSB
2026-04-02 10:33:37,0.0,0,0,30.33827777777778,115.04454166666666,POS,0.0,ADSB
2026-04-02 10:33:42,0.0,0,0,30.33827777777778,115.04454166666666,POS,0.0,ADSB
2026-04-02 10:33:53,0.0,0,0,30.338275,115.04454444444444,POS,0.0,ADSB
2026-04-02 10:34:03,0.0,0,0,30.33827777777778,115.04454166666666,POS,0.0,ADSB
2026-04-02 10:34:08,0.0,0,0,30.33827777777778,115.04454166666666,POS,0.0,ADSB
2026-04-02 10:34:18,0.0,0,0,30.33827777777778,115.04454166666666,POS,0.0,ADSB
