alt,des,dis,eventTime,eventType,fob,gateway_time,lat,lon,posPointName,sAlt,tko,type
0,ZHEC,0,2026-03-22 02:07:39,OUT,0,2026-03-22 02:07:39,50.90138888888889,4.484444444444445,OUT,,EBBR,ACARS
0,ZHEC,0,2026-03-22 02:25:48,OFF,0,2026-03-22 02:25:48,50.90138888888889,4.484444444444445,OFF,,EBBR,ACARS
91,,0,,,96000,2026-03-22 02:25:50,50.909,4.491,POS,,,ACARS
83.82000000000001,,0,,,96000,2026-03-22 02:25:57,50.909477777777774,4.492108333333333,POS,-1.0,,ADSB
388.62,,0,,,96000,2026-03-22 02:26:13,50.915108333333336,4.510877777777778,POS,-1.0,,ADSB
609.6,,0,,,96000,2026-03-22 02:26:29,50.92080833333333,4.5290388888888895,POS,-1.0,,ADSB
777.24,,0,,,96000,2026-03-22 02:26:45,50.92917777777778,4.544327777777778,POS,-1.0,,ADSB
929.6400000000001,,0,,,96000,2026-03-22 02:26:59,50.943508333333334,4.549788888888889,POS,-1.0,,ADSB
1089.66,,0,,,96000,2026-03-22 02:27:17,50.95667777777778,4.539488888888889,POS,-1.0,,ADSB
1272.54,,0,,,96000,2026-03-22 02:27:33,50.96721944444444,4.522727777777778,POS,-1.0,,ADSB
1531.6200000000001,,0,,,96000,2026-03-22 02:27:55,50.982749999999996,4.495088888888889,POS,-1.0,,ADSB
1638.3000000000002,,0,,,96000,2026-03-22 02:28:13,50.996208333333335,4.471208333333333,POS,-1.0,,ADSB
1760.22,,0,,,96000,2026-03-22 02:28:31,51.00802777777778,4.450758333333333,POS,-1.0,,ADSB
2042.16,,0,,,96000,2026-03-22 02:28:51,51.027119444444445,4.417947222222223,POS,-1.0,,ADSB
2583.1800000000003,,0,,,96000,2026-03-22 02:29:31,51.05918888888888,4.364688888888889,POS,-1.0,,ADSB
2781.3,,0,,,96000,2026-03-22 02:29:47,51.07749722222222,4.34925,POS,-1.0,,ADSB
3009.9,,0,,,96000,2026-03-22 02:30:07,51.09887777777777,4.348947222222222,POS,-1.0,,ADSB
3253.7400000000002,,0,,,96000,2026-03-22 02:30:23,51.11747777777778,4.3644694444444445,POS,-1.0,,ADSB
3543.3,,0,,,96000,2026-03-22 02:30:59,51.14805833333334,4.405588888888889,POS,-1.0,,ADSB
3710.94,,0,,,96000,2026-03-22 02:31:29,51.17893888888889,4.448419444444444,POS,-1.0,,ADSB
3893.82,,0,,,96000,2026-03-22 02:31:57,51.21207777777778,4.493777777777778,POS,-1.0,,ADSB
4259.58,,0,,,96000,2026-03-22 02:32:27,51.24832777777778,4.5430777777777775,POS,-1.0,,ADSB
4572.0,,0,,,96000,2026-03-22 02:32:51,51.27941944444444,4.585077777777777,POS,-1.0,,ADSB
4937.76,,0,,,96000,2026-03-22 02:33:21,51.31480833333333,4.63295,POS,-1.0,,ADSB
5570.22,,0,,,96000,2026-03-22 02:34:05,51.372119444444444,4.710997222222222,POS,-1.0,,ADSB
5943.6,,0,,,96000,2026-03-22 02:34:35,51.40886944444444,4.761388888888889,POS,-1.0,,ADSB
6271.26,,0,,,96000,2026-03-22 02:35:05,51.44873888888889,4.815827777777778,POS,-1.0,,ADSB
6416.04,,0,,,96000,2026-03-22 02:35:23,51.46837777777778,4.842738888888889,POS,-1.0,,ADSB
6705,,0,,,92800,2026-03-22 02:35:48,51.513,4.904000000000001,POS,,,ACARS
6781.8,,0,,,92800,2026-03-22 02:36:03,51.523269444444445,4.918138888888889,POS,-1.0,,ADSB
7155.18,,0,,,92800,2026-03-22 02:36:35,51.565019444444445,4.975688888888889,POS,-1.0,,ADSB
7429.5,,0,,,92800,2026-03-22 02:37:03,51.60417777777778,5.030288888888889,POS,-1.0,,ADSB
7566.660000000001,,0,,,92800,2026-03-22 02:37:21,51.62755,5.062688888888889,POS,-1.0,,ADSB
7772.400000000001,,0,,,92800,2026-03-22 02:37:51,51.6671,5.117547222222222,POS,-1.0,,ADSB
8001.0,,0,,,92800,2026-03-22 02:38:21,51.71059722222222,5.1781500000000005,POS,-1.0,,ADSB
8214.36,,0,,,92800,2026-03-22 02:38:51,51.752027777777776,5.235897222222222,POS,-1.0,,ADSB
8420.1,,0,,,92800,2026-03-22 02:39:21,51.79629722222223,5.297777777777778,POS,-1.0,,ADSB
8534.4,,0,,,92800,2026-03-22 02:39:51,51.83772777777778,5.356058333333333,POS,-1.0,,ADSB
8686.800000000001,,0,,,92800,2026-03-22 02:40:13,51.872508333333336,5.404969444444444,POS,-1.0,,ADSB
8839.2,,0,,,92800,2026-03-22 02:40:43,51.916349999999994,5.466838888888889,POS,-1.0,,ADSB
8839.2,,0,,,92800,2026-03-22 02:41:13,51.961527777777775,5.5306194444444445,POS,-1.0,,ADSB
8839.2,,0,,,92800,2026-03-22 02:41:43,52.007688888888886,5.596119444444444,POS,-1.0,,ADSB
8839.2,,0,,,92800,2026-03-22 02:42:13,52.05419722222222,5.662277777777778,POS,-1.0,,ADSB
8839.2,,0,,,92800,2026-03-22 02:42:43,52.09902777777778,5.726147222222223,POS,-1.0,,ADSB
8839.2,,0,,,92800,2026-03-22 02:43:13,52.14650833333333,5.794027777777778,POS,-1.0,,ADSB
