gateway_time,alt,fob,dis,lat,lon,posPointName,sAlt,type
2026-03-10 01:51:19,0,0,0,50.90138888888889,4.484444444444445,OUT,,ACARS
2026-03-10 02:07:36,0,0,0,50.90138888888889,4.484444444444445,OFF,,ACARS
2026-03-10 02:07:38,91,89800,0,50.903,4.469,POS,,ACARS
2026-03-10 02:07:58,274.32,89800,0,50.897977777777776,4.453047222222222,POS,-1.0,ADSB
2026-03-10 02:08:12,472.44,89800,0,50.89576944444444,4.43595,POS,-1.0,ADSB
2026-03-10 02:08:30,632.46,89800,0,50.9018,4.419169444444445,POS,-1.0,ADSB
2026-03-10 02:08:44,800.1,89800,0,50.91357777777778,4.407497222222222,POS,-1.0,ADSB
2026-03-10 02:09:00,982.98,89800,0,50.925377777777776,4.397427777777778,POS,-1.0,ADSB
2026-03-10 02:09:16,1066.8,89800,0,50.93722777777778,4.387588888888889,POS,-1.0,ADSB
2026-03-10 02:09:32,1143.0,89800,0,50.951097222222224,4.375758333333334,POS,-1.0,ADSB
2026-03-10 02:09:48,1219.2,89800,0,50.96585833333333,4.362788888888889,POS,-1.0,ADSB
2026-03-10 02:10:04,1333.5,89800,0,50.98411944444444,4.346727777777778,POS,-1.0,ADSB
2026-03-10 02:10:22,1569.72,89800,0,51.002677777777784,4.3301388888888885,POS,-1.0,ADSB
2026-03-10 02:10:38,1813.5600000000002,89800,0,51.02123888888889,4.313538888888889,POS,-1.0,ADSB
2026-03-10 02:11:10,2232.6600000000003,89800,0,51.05446944444444,4.283408333333333,POS,-1.0,ADSB
2026-03-10 02:11:40,2644.1400000000003,89800,0,51.08940833333333,4.251708333333333,POS,-1.0,ADSB
2026-03-10 02:11:56,2857.5,89800,0,51.10941944444445,4.236677777777778,POS,-1.0,ADSB
2026-03-10 02:12:38,3246.1200000000003,89800,0,51.16163888888889,4.209469444444444,POS,-1.0,ADSB
2026-03-10 02:13:06,3444.2400000000002,89800,0,51.20806944444444,4.185788888888889,POS,-1.0,ADSB
2026-03-10 02:13:24,3649.98,89800,0,51.238169444444445,4.1712388888888885,POS,-1.0,ADSB
2026-03-10 02:13:40,3916.6800000000003,89800,0,51.266508333333334,4.167308333333334,POS,-1.0,ADSB
2026-03-10 02:13:56,4198.62,89800,0,51.293819444444445,4.173969444444444,POS,-1.0,ADSB
