alt,des,dis,eventTime,eventType,fob,gateway_time,lat,lon,posPointName,sAlt,tko,type
0,ZHEC,0,2026-03-24 17:20:39,OUT,0,2026-03-24 17:20:39,50.90138888888889,4.484444444444445,OUT,,EBBR,ACARS
0,ZHEC,0,2026-03-24 17:37:28,OFF,0,2026-03-24 17:37:28,50.90138888888889,4.484444444444445,OFF,,EBBR,ACARS
91,,0,,,96900,2026-03-24 17:37:31,50.902,4.468,POS,,,ACARS
53.34,,0,,,96900,2026-03-24 17:37:35,50.90277777777778,4.46915,POS,-1.0,,ADSB
320.04,,0,,,96900,2026-03-24 17:37:51,50.897508333333334,4.451319444444445,POS,-1.0,,ADSB
586.74,,0,,,96900,2026-03-24 17:38:07,50.89518888888889,4.432069444444445,POS,-1.0,,ADSB
822.96,,0,,,96900,2026-03-24 17:38:23,50.90047777777778,4.412269444444444,POS,-1.0,,ADSB
1036.3200000000002,,0,,,96900,2026-03-24 17:38:39,50.91185,4.399258333333333,POS,-1.0,,ADSB
1203.96,,0,,,96900,2026-03-24 17:38:57,50.925869444444444,4.387819444444444,POS,-1.0,,ADSB
1325.88,,0,,,96900,2026-03-24 17:39:11,50.941408333333335,4.375008333333334,POS,-1.0,,ADSB
1478.28,,0,,,96900,2026-03-24 17:39:27,50.95665,4.3625388888888885,POS,-1.0,,ADSB
1691.64,,0,,,96900,2026-03-24 17:39:45,50.97399722222222,4.347988888888889,POS,-1.0,,ADSB
2065.02,,0,,,96900,2026-03-24 17:40:07,50.99862777777778,4.327647222222223,POS,-1.0,,ADSB
2400.3,,0,,,96900,2026-03-24 17:40:37,51.03223888888889,4.298627777777778,POS,-1.0,,ADSB
2750.82,,0,,,96900,2026-03-24 17:41:07,51.0679,4.267877777777778,POS,-1.0,,ADSB
3192.78,,0,,,96900,2026-03-24 17:41:35,51.103458333333336,4.237288888888889,POS,-1.0,,ADSB
3528.0600000000004,,0,,,96900,2026-03-24 17:42:13,51.15387777777777,4.193038888888889,POS,-1.0,,ADSB
3817.6200000000003,,0,,,96900,2026-03-24 17:42:35,51.18645,4.158619444444445,POS,-1.0,,ADSB
4259.58,,0,,,96900,2026-03-24 17:43:07,51.22512777777778,4.113269444444445,POS,-1.0,,ADSB
4533.900000000001,,0,,,96900,2026-03-24 17:43:23,51.24879722222222,4.090119444444444,POS,-1.0,,ADSB
4815.84,,0,,,96900,2026-03-24 17:43:41,51.27698888888889,4.072738888888889,POS,-1.0,,ADSB
5097.780000000001,,0,,,96900,2026-03-24 17:44:01,51.31066944444444,4.063869444444444,POS,-1.0,,ADSB
