name,dist,alt,ful,time,lat,lon
MAPUN,4218.856,9754,46500,0,58.600833333333334,64.78527777777778
UTORA,4276.268,9754,46000,0,58.702222222222225,63.835
GIKES,4407.76,9754,44800,0,58.984722222222224,61.617222222222225
SOMUD,4429.984,9754,42900,0,59.285,58.03472222222222
BADIK,4483.692,10363,42200,0,59.35111111111111,57.100833333333334
LOBVI,4659.632,10363,40600,0,59.483333333333334,54.01777777777778
NEGOK,4707.784,10363,40200,0,59.50083333333333,53.18333333333333
KEMEB,4772.604,10363,39600,0,59.55166666666667,52.03333333333333
LIKNU,4839.276,10363,39000,0,59.60111111111111,50.850833333333334
PENUD,4868.908,10363,38700,0,59.600833333333334,50.335
BEMIR,4946.692,10363,38000,0,59.58583333333333,48.9525
RILER,4983.732,10363,37700,0,59.58444444444444,48.31805555555555
RITKI,5044.848,10363,37100,0,59.566944444444445,47.23416666666667
ANDAT,5143.004,10363,36200,0,59.516666666666666,45.48583333333333
LORPI,5185.6,10363,35800,0,59.55222222222222,44.73555555555556
DORAK,5222.64,10363,35400,0,59.60138888888889,44.084722222222226
MEGTE,5305.98,10363,34500,0,59.685833333333335,42.63333333333333
APSAS,5365.244,10363,34000,0,59.75,41.58583333333333
AKEGA,5444.88,10363,33200,0,59.8,40.168055555555554
ODETI,5470.808,10363,32900,0,59.800555555555555,39.7
TIPNA,5489.328,10363,32700,0,59.80083333333334,39.36888888888889
INSOK,5559.704,10363,32100,0,59.785833333333336,38.117222222222225
ROSNI,5609.708,10363,31600,0,59.78388888888889,37.23555555555556
VUZMI,5633.784,10363,31300,0,59.76861111111111,36.818333333333335
LEDBA,5715.272,10363,30600,0,59.734722222222224,35.38361111111111
OSKEM,5722.68,10363,28800,0,59.68416666666667,31.951666666666668
BESNO,5767.128,10363,28300,0,59.66916666666667,31.15138888888889
UMODI,5859.728,10363,27500,0,59.7175,29.51888888888889
TURAL,5889.36,10363,27200,0,59.617777777777775,29.018055555555556
OKBES,5918.992,10363,26900,0,59.51916666666666,28.516666666666666
RANVA,5944.92,10363,26700,0,59.45111111111111,28.1
FIR,5946.772,10363,26700,0,59.45,28.066944444444445
RESMO,5981.96,10363,26300,0,59.33416666666667,27.484444444444446
KEMET,6161.604,10363,24700,0,58.717777777777776,24.58388888888889
RINEV,6313.468,10363,23400,0,57.90111111111111,22.517222222222223
FIR,6348.656,10363,23100,0,57.75111111111111,21.967777777777776
EVONA,6489.408,10363,21900,0,57.1525,19.918055555555554
ETRUS,6630.16,10363,19200,0,55.467777777777776,15.633611111111112
SALLO,6785.728,10363,17900,0,54.916666666666664,13.383888888888889
SULIV,6852.4,10058,17300,0,54.56666666666667,12.518888888888888
ROSOK,6902.404,10058,17000,0,54.20166666666667,12.068333333333333
BERIM,6969.076,9754,16500,0,53.718333333333334,11.466944444444444
FIR,6995.004,10363,16300,0,53.535833333333336,11.185
ROBEG,7006.116,10363,14600,0,52.233333333333334,9.267222222222221
EXOBA,7089.456,10363,14000,0,51.766666666666666,8.318333333333333
IRBUP,7156.128,7315,13900,0,51.48444444444444,7.468333333333334
ABAMI,7170.944,7315,13800,0,51.418055555555554,7.268888888888889
NEREL,7233.912,7315,13200,0,51.08416666666667,6.552222222222222
TOD,7235.764,7315,13200,0,51.068888888888885,6.5344444444444445
AGENI,7287.62,0,13000,0,50.75,6.033333333333333
BATTY,7304.288,0,13000,0,50.65,5.835833333333333
FLO,7359.848,0,12800,0,50.86833333333333,5.133611111111111
EBBR,7406.148,0,12500,1773067080000,50.90027777777778,4.483611111111111
