alt,dat,dep,des,eta,etd,flyTime,ful,important,lat,lon,name,time,tripfuel
0,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,92279,false,50.90138888888889,4.484444444444445,EBBR,1773997200000,92279
0,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,89300,false,50.967777777777776,4.318611111111111,BR018,0,92279
0,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,88500,false,51.1525,4.183333333333334,NIK,0,92279
0,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,88000,false,51.268055555555556,4.050833333333333,PEVAD,0,92279
0,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,87400,false,51.469166666666666,4.05,VICOT,0,92279
0,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,86400,false,51.734722222222224,4.235,DOFMU,0,92279
8839,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,85800,false,51.901666666666664,4.367222222222222,TOC,0,92279
8839,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,85400,false,52.23388888888889,4.617222222222222,EKROS,0,92279
8839,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,85000,false,52.534444444444446,4.850555555555555,SPY,0,92279
8839,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,83500,false,53.1525,6.666666666666667,EEL,0,92279
8839,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,83200,false,53.35166666666667,6.968333333333334,FIR,0,92279
8839,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,81800,false,54.218333333333334,8.4,WANZA,0,92279
8839,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,80600,false,54.80138888888889,9.951944444444445,ALASA,0,92279
8839,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,78700,false,55.33444444444444,12.634444444444444,FIR,0,92279
8839,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,74900,false,56.21861111111111,18.28361111111111,NINTA,0,92279
8839,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,74500,false,56.285833333333336,18.885833333333334,ADAXA,0,92279
9449,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,73100,false,56.88527777777778,20.41722222222222,DESON,0,92279
9449,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,71700,false,57.40083333333333,22.401944444444446,RUDNI,0,92279
9449,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,71100,false,57.58416666666667,23.234444444444446,FIR,0,92279
9449,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,70900,false,57.65083333333333,23.535555555555554,FIR,0,92279
9449,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,70700,false,57.71722222222222,23.850833333333334,NEVTO,0,92279
9449,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,70300,false,57.86888888888889,24.335,FIR,0,92279
9449,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,70200,false,57.93361111111111,24.5025,FIR,0,92279
9449,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,70200,false,57.95194444444444,24.585277777777776,FIR,0,92279
9449,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,68300,false,58.73416666666667,27.134722222222223,TUKMA,0,92279
9449,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,68200,false,58.8,27.383333333333333,MEGAS,0,92279
10668,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,67000,false,59.15027777777778,28.801666666666666,POTKE,0,92279
10668,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,65500,false,59.66916666666667,31.15138888888889,BESNO,0,92279
10668,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,65000,false,59.76888888888889,32.00138888888889,ORSUR,0,92279
10668,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,64900,false,59.8025,32.33416666666667,KERIS,0,92279
10668,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,63300,false,59.734722222222224,35.38361111111111,LEDBA,0,92279
10668,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,62700,false,59.68416666666667,36.634166666666665,ZOVKI,0,92279
10668,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,62100,false,59.617777777777775,37.9,SIZAV,0,92279
10668,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,61200,false,59.48583333333333,39.835,DOKOD,0,92279
10668,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,60800,false,59.4525,40.66722222222222,OMOBU,0,92279
10668,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,60000,false,59.38333333333333,42.31861111111111,TUNOB,0,92279
10668,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,59200,false,59.25194444444445,44.15111111111111,BALOB,0,92279
10668,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,58700,false,59.18333333333333,45.268055555555556,DIBAB,0,92279
10668,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,57600,false,58.918055555555554,47.46666666666667,AGNOG,0,92279
10668,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,57200,false,58.81722222222222,48.45,OLNUP,0,92279
10668,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,57000,false,58.76833333333333,48.83361111111111,OGIDA,0,92279
10668,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,56800,false,58.71861111111111,49.235277777777775,OKTIP,0,92279
10668,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,56200,false,58.56805555555555,50.5,DIKIN,0,92279
10668,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,55700,false,58.41694444444445,51.63388888888889,UNANI,0,92279
10668,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,55500,false,58.36694444444444,52.11694444444444,IBZON,0,92279
10668,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,54600,false,58.15111111111111,53.967777777777776,OBETU,0,92279
10668,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,54300,false,58.05083333333334,54.78333333333333,SUMOM,0,92279
10668,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,54000,false,58.01694444444445,55.284166666666664,IPRAT,0,92279
10668,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,53800,false,57.96805555555556,55.86805555555556,GANPO,0,92279
10668,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,52800,false,57.785,58.00138888888889,ULPAS,0,92279
10668,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,52700,false,57.751666666666665,58.335,ODMUR,0,92279
10668,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,51700,false,57.5175,60.60111111111111,ABDIR,0,92279
10668,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,51200,false,57.48444444444444,61.618611111111115,ORTOD,0,92279
10668,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,50900,false,57.466944444444444,62.20111111111111,ATMEB,0,92279
10668,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,50200,false,57.385555555555555,63.751666666666665,GIBUL,0,92279
10668,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,49900,false,57.284166666666664,64.51694444444445,GINPA,0,92279
10668,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,49500,false,57.16694444444445,65.3025,TINRI,0,92279
10668,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,47400,false,56.51722222222222,70.00222222222222,LEGBI,0,92279
10668,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,45800,false,55.885555555555555,73.25027777777778,GISMA,0,92279
10668,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,43600,false,54.91833333333334,77.61861111111111,ABESA,0,92279
10668,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,42000,false,54.0175,80.7525,LUMER,0,92279
10668,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,41600,false,53.784166666666664,81.50194444444445,RALEG,0,92279
10668,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,41300,false,53.58583333333333,82.10027777777778,IDERI,0,92279
11278,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,40700,false,53.3,83.0,AMRAD,0,92279
11278,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,39400,false,52.46666666666667,85.38333333333334,KUDEB,0,92279
11278,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,38600,false,52.33444444444444,87.01722222222222,MADUT,0,92279
11278,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,37800,false,52.18416666666667,88.65194444444444,ORTUS,0,92279
11278,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,32800,false,50.35111111111111,98.28527777777778,DARNO,0,92279
11308,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,31800,false,49.60194444444444,99.91666666666667,BUTIV,0,92279
11308,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,30700,false,48.733333333333334,101.70222222222222,UBSUN,0,92279
11308,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,29700,false,47.90138888888889,103.285,BEGVO,0,92279
11308,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,29100,false,47.41833333333334,104.16833333333334,LEDED,0,92279
11308,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,27900,false,46.43555555555555,105.88388888888889,ANGID,0,92279
11308,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,27300,false,45.86888888888889,106.81888888888889,MASMU,0,92279
11308,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,26200,false,44.9025,108.3525,ENGUG,0,92279
11308,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,24400,false,43.20194444444444,110.88333333333334,NIXAL,0,92279
10698,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,23500,false,42.20111111111111,111.30055555555556,LAXAG,0,92279
10698,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,22300,false,40.71805555555556,111.9,HET,0,92279
10698,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,22300,false,40.617777777777775,111.91888888888889,BAXOD,0,92279
10698,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,22100,false,40.38583333333333,111.96888888888888,NUTLO,0,92279
10698,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,21900,false,40.20166666666667,112.01833333333333,ISBAM,0,92279
10698,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,21800,true,39.98361111111111,112.06916666666666,DUBUB,0,92279
10698,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,21400,false,39.484722222222224,112.20027777777777,TODAM,0,92279
10698,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,21000,false,39.00111111111111,112.31722222222223,P252,0,92279
10698,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,20600,false,38.451388888888886,112.45027777777777,NOMAX,0,92279
10698,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,20100,false,37.86805555555556,112.58444444444444,EKETA,0,92279
10698,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,20000,false,37.75,112.61694444444444,AGVUR,0,92279
10698,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,19900,false,37.617777777777775,112.65194444444444,EXORI,0,92279
10698,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,19500,false,37.05083333333334,112.85,ANPIG,0,92279
10698,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,18800,false,36.23444444444444,113.11666666666666,SQ,0,92279
10698,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,18500,false,35.83555555555556,113.285,PADNO,0,92279
10698,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,18300,false,35.60194444444444,113.38583333333334,TAMIX,0,92279
10698,2026-03-20 00:00:00.0,EBBR,ZHEC,03:19,17:00,619,18200,false,35.43555555555555,113.4675,NOPIN,0,92279
