name,dist,alt,ful,time,lat,lon
ZHEC,,0,108334,1776103500000,30.342777777777776,115.02972222222222
XSH,31.484,0,105300,0,30.433611111111112,115.26666666666667
EC451,44.448,0,104900,0,30.5,115.36916666666667
XSH,64.82,0,104300,0,30.433611111111112,115.26666666666667
SAGUD,155.568,7803,101400,0,30.8525,114.45166666666667
HG,168.532,7803,101200,0,30.918055555555554,114.35
REPUV,190.756,7803,101000,0,31.01861111111111,114.15027777777777
VEXAN,231.5,7803,100500,0,31.351388888888888,114.31916666666666
BENBI,281.504,7803,100000,0,31.816666666666666,114.33527777777778
ESMEB,329.656,7803,99500,0,32.25111111111111,114.35138888888889
P537,335.212,7803,99400,0,32.30166666666667,114.35222222222222
P242,366.696,7803,99100,0,32.583888888888886,114.38416666666667
P536,368.548,7803,99000,0,32.60027777777778,114.38444444444444
TULRA,374.104,7803,99000,0,32.63583333333333,114.38527777777777
IGMIG,444.48,7803,98200,0,33.28388888888889,114.45083333333334
VINIG,481.52,7803,97800,0,33.6025,114.48361111111112
P129,492.632,7803,97700,0,33.701388888888886,114.48472222222222
OBMEP,505.596,7803,97600,0,33.8175,114.50083333333333
CGO,603.752,7803,96400,0,34.51694444444445,113.835
ISNAG,642.644,7803,96000,0,34.852222222222224,113.71888888888888
NOPIN,711.168,7803,95300,0,35.43555555555555,113.4675
TAMIX,731.54,7803,95000,0,35.60194444444444,113.38583333333334
PADNO,759.32,7803,94700,0,35.83555555555556,113.285
SQ,805.62,7803,94200,0,36.23444444444444,113.11666666666666
ANPIG,898.22,7803,93200,0,37.05083333333334,112.85
EXORI,963.04,7803,92500,0,37.617777777777775,112.65194444444444
AGVUR,977.856,7803,92200,0,37.75,112.61694444444444
EKETA,992.672,7803,91900,0,37.86805555555556,112.58444444444444
NOMAX,1059.344,9784,90700,0,38.451388888888886,112.45027777777777
P252,1120.46,9784,90000,0,39.00111111111111,112.31722222222223
TODAM,1176.02,9784,89400,0,39.484722222222224,112.20027777777777
DUBUB,1231.58,9784,88800,0,39.98361111111111,112.06916666666666
ISBAM,1257.508,9784,88500,0,40.20166666666667,112.01833333333333
NUTLO,1277.88,9784,88300,0,40.38583333333333,111.96888888888888
BAXOD,1303.808,9784,88000,0,40.617777777777775,111.91888888888889
HET,1314.92,9784,87900,0,40.71805555555556,111.9
LAXAG,1487.156,9784,86000,0,42.20111111111111,111.30055555555556
NIXAL,1603.832,9784,84800,0,43.20194444444444,110.88333333333334
ENGUG,1694.58,9784,81600,0,44.9025,108.3525
MASMU,1855.704,9784,79900,0,45.86888888888889,106.81888888888889
ANGID,1952.008,9784,78800,0,46.43555555555555,105.88388888888889
LEDED,2122.392,9784,76900,0,47.41833333333334,104.16833333333334
BEGVO,2207.584,9784,75900,0,47.90138888888889,103.285
UBSUN,2355.744,9784,74300,0,48.733333333333334,101.70222222222222
BUTIV,2518.72,9784,72400,0,49.60194444444444,99.91666666666667
DARNO,2661.324,9784,70800,0,50.35111111111111,98.28527777777778
FIR,2663.176,9754,70800,0,50.36666666666667,98.25222222222222
