alt,dat,dep,des,eta,etd,flyTime,ful,important,lat,lon,name,time,tripfuel
0,2026-03-16 00:00:00.0,EBBR,ZSFZ,10:38,23:40,658,97626,false,50.90138888888889,4.484444444444445,EBBR,1773675600000,97626
0,2026-03-16 00:00:00.0,EBBR,ZSFZ,10:38,23:40,658,94500,false,50.967777777777776,4.318611111111111,BR018,0,97626
0,2026-03-16 00:00:00.0,EBBR,ZSFZ,10:38,23:40,658,93600,false,51.1525,4.183333333333334,NIK,0,97626
0,2026-03-16 00:00:00.0,EBBR,ZSFZ,10:38,23:40,658,93100,false,51.268055555555556,4.050833333333333,PEVAD,0,97626
0,2026-03-16 00:00:00.0,EBBR,ZSFZ,10:38,23:40,658,92400,false,51.469166666666666,4.05,VICOT,0,97626
0,2026-03-16 00:00:00.0,EBBR,ZSFZ,10:38,23:40,658,91500,false,51.734722222222224,4.235,DOFMU,0,97626
8839,2026-03-16 00:00:00.0,EBBR,ZSFZ,10:38,23:40,658,90800,false,51.95,4.4,TOC,0,97626
8839,2026-03-16 00:00:00.0,EBBR,ZSFZ,10:38,23:40,658,90400,false,52.23388888888889,4.617222222222222,EKROS,0,97626
8839,2026-03-16 00:00:00.0,EBBR,ZSFZ,10:38,23:40,658,90000,false,52.534444444444446,4.850555555555555,SPY,0,97626
8839,2026-03-16 00:00:00.0,EBBR,ZSFZ,10:38,23:40,658,88600,false,53.1525,6.666666666666667,EEL,0,97626
8839,2026-03-16 00:00:00.0,EBBR,ZSFZ,10:38,23:40,658,88300,false,53.35166666666667,6.968333333333334,FIR,0,97626
8839,2026-03-16 00:00:00.0,EBBR,ZSFZ,10:38,23:40,658,86800,false,54.218333333333334,8.4,WANZA,0,97626
8839,2026-03-16 00:00:00.0,EBBR,ZSFZ,10:38,23:40,658,85700,false,54.80138888888889,9.951944444444445,ALASA,0,97626
8839,2026-03-16 00:00:00.0,EBBR,ZSFZ,10:38,23:40,658,84000,false,55.33444444444444,12.634444444444444,FIR,0,97626
8839,2026-03-16 00:00:00.0,EBBR,ZSFZ,10:38,23:40,658,80600,false,56.21861111111111,18.28361111111111,NINTA,0,97626
8839,2026-03-16 00:00:00.0,EBBR,ZSFZ,10:38,23:40,658,80200,false,56.285833333333336,18.885833333333334,ADAXA,0,97626
9449,2026-03-16 00:00:00.0,EBBR,ZSFZ,10:38,23:40,658,79000,false,56.88527777777778,20.41722222222222,DESON,0,97626
9449,2026-03-16 00:00:00.0,EBBR,ZSFZ,10:38,23:40,658,77800,false,57.40083333333333,22.401944444444446,RUDNI,0,97626
9449,2026-03-16 00:00:00.0,EBBR,ZSFZ,10:38,23:40,658,77300,false,57.58416666666667,23.234444444444446,FIR,0,97626
9449,2026-03-16 00:00:00.0,EBBR,ZSFZ,10:38,23:40,658,77100,false,57.65083333333333,23.535555555555554,FIR,0,97626
9449,2026-03-16 00:00:00.0,EBBR,ZSFZ,10:38,23:40,658,77000,false,57.71722222222222,23.850833333333334,NEVTO,0,97626
9449,2026-03-16 00:00:00.0,EBBR,ZSFZ,10:38,23:40,658,76700,false,57.86888888888889,24.335,FIR,0,97626
9449,2026-03-16 00:00:00.0,EBBR,ZSFZ,10:38,23:40,658,76600,false,57.93361111111111,24.5025,FIR,0,97626
9449,2026-03-16 00:00:00.0,EBBR,ZSFZ,10:38,23:40,658,76500,false,57.95194444444444,24.585277777777776,FIR,0,97626
9449,2026-03-16 00:00:00.0,EBBR,ZSFZ,10:38,23:40,658,75000,false,58.73416666666667,27.134722222222223,TUKMA,0,97626
9449,2026-03-16 00:00:00.0,EBBR,ZSFZ,10:38,23:40,658,74900,false,58.8,27.383333333333333,MEGAS,0,97626
9449,2026-03-16 00:00:00.0,EBBR,ZSFZ,10:38,23:40,658,74100,false,59.15027777777778,28.801666666666666,POTKE,0,97626
9449,2026-03-16 00:00:00.0,EBBR,ZSFZ,10:38,23:40,658,72800,false,59.66916666666667,31.15138888888889,BESNO,0,97626
9449,2026-03-16 00:00:00.0,EBBR,ZSFZ,10:38,23:40,658,72400,false,59.76888888888889,32.00138888888889,ORSUR,0,97626
