alt,dat,dep,des,eta,etd,flyTime,ful,important,lat,lon,name,time,tripfuel
0,2026-03-12 00:00:00.0,EBBR,ZSFZ,12:39,01:40,659,80898,false,50.90138888888889,4.484444444444445,EBBR,1773337200000,80898
0,2026-03-12 00:00:00.0,EBBR,ZSFZ,12:39,01:40,659,78100,false,50.967777777777776,4.318611111111111,BR018,0,80898
0,2026-03-12 00:00:00.0,EBBR,ZSFZ,12:39,01:40,659,77300,false,51.1525,4.183333333333334,NIK,0,80898
0,2026-03-12 00:00:00.0,EBBR,ZSFZ,12:39,01:40,659,76900,false,51.268055555555556,4.050833333333333,PEVAD,0,80898
0,2026-03-12 00:00:00.0,EBBR,ZSFZ,12:39,01:40,659,76200,false,51.469166666666666,4.05,VICOT,0,80898
8839,2026-03-12 00:00:00.0,EBBR,ZSFZ,12:39,01:40,659,76000,false,51.55166666666667,4.101666666666667,TOC,0,80898
8839,2026-03-12 00:00:00.0,EBBR,ZSFZ,12:39,01:40,659,75800,false,51.734722222222224,4.235,DOFMU,0,80898
8839,2026-03-12 00:00:00.0,EBBR,ZSFZ,12:39,01:40,659,75300,false,52.23388888888889,4.617222222222222,EKROS,0,80898
8839,2026-03-12 00:00:00.0,EBBR,ZSFZ,12:39,01:40,659,75000,false,52.534444444444446,4.850555555555555,SPY,0,80898
8839,2026-03-12 00:00:00.0,EBBR,ZSFZ,12:39,01:40,659,74000,false,53.1525,6.666666666666667,EEL,0,80898
8839,2026-03-12 00:00:00.0,EBBR,ZSFZ,12:39,01:40,659,73800,false,53.35166666666667,6.968333333333334,FIR,0,80898
8839,2026-03-12 00:00:00.0,EBBR,ZSFZ,12:39,01:40,659,72800,false,54.218333333333334,8.4,WANZA,0,80898
8839,2026-03-12 00:00:00.0,EBBR,ZSFZ,12:39,01:40,659,72000,false,54.80138888888889,9.951944444444445,ALASA,0,80898
8839,2026-03-12 00:00:00.0,EBBR,ZSFZ,12:39,01:40,659,70700,false,55.33444444444444,12.634444444444444,FIR,0,80898
8839,2026-03-12 00:00:00.0,EBBR,ZSFZ,12:39,01:40,659,68000,false,56.21861111111111,18.28361111111111,NINTA,0,80898
8839,2026-03-12 00:00:00.0,EBBR,ZSFZ,12:39,01:40,659,67700,false,56.285833333333336,18.885833333333334,ADAXA,0,80898
9449,2026-03-12 00:00:00.0,EBBR,ZSFZ,12:39,01:40,659,66800,false,56.88527777777778,20.41722222222222,DESON,0,80898
9449,2026-03-12 00:00:00.0,EBBR,ZSFZ,12:39,01:40,659,65800,false,57.40083333333333,22.401944444444446,RUDNI,0,80898
9449,2026-03-12 00:00:00.0,EBBR,ZSFZ,12:39,01:40,659,65400,false,57.58416666666667,23.234444444444446,FIR,0,80898
9449,2026-03-12 00:00:00.0,EBBR,ZSFZ,12:39,01:40,659,65300,false,57.65083333333333,23.535555555555554,FIR,0,80898
9449,2026-03-12 00:00:00.0,EBBR,ZSFZ,12:39,01:40,659,65099,false,57.71722222222222,23.850833333333334,NEVTO,0,80898
9449,2026-03-12 00:00:00.0,EBBR,ZSFZ,12:39,01:40,659,64900,false,57.86888888888889,24.335,FIR,0,80898
9449,2026-03-12 00:00:00.0,EBBR,ZSFZ,12:39,01:40,659,64800,false,57.93361111111111,24.5025,FIR,0,80898
9449,2026-03-12 00:00:00.0,EBBR,ZSFZ,12:39,01:40,659,64800,false,57.95194444444444,24.585277777777776,FIR,0,80898
9449,2026-03-12 00:00:00.0,EBBR,ZSFZ,12:39,01:40,659,63600,false,58.73416666666667,27.134722222222223,TUKMA,0,80898
9449,2026-03-12 00:00:00.0,EBBR,ZSFZ,12:39,01:40,659,63500,false,58.8,27.383333333333333,MEGAS,0,80898
